HW
0
764
764
764
764
764
1563
1563
1563
1563
1563
1563
1563
1563
1563
1563
1513
1513
1513
1513
1513
1513
1513
1513
1513
1513
3899
3899
3899
3899
3899
3899
3899
3899
3899
3899
3849
3849
3849
3849
3849
3849
3849
3849
3849
3849
3899
3899
3899
3899
3899
3944
3944
3944
3944
3944
3894
3894
3894
3894
3894
3894
3894
3894
3894
3894
3981
3981
3981
3981
3981
3981
3981
3981
3981
3981
3931
3931
3931
3931
3931
3931
3931
3931
3931
3931
4031
4031
4031
4031
4031
4031
4031
4031
4031
4031
3981
3981
3981
3981
3981
3981
3981
3981
3981
3981
4067
4067
4067
4067
4067
4067
4067
4067
4067
4067
4017
4017
4017
4017
4017
4017
4017
4017
4017
4017
3673
3673
3673
3673
3673
3673
3673
3673
3673
3673
3623
3623
3623
3623
3623
3623
3623
3623
3623
3623
3682
3682
3682
3682
3682
3682
3682
3682
3682
3682
3632
3632
3632
3632
3632
3632
3632
3632
3632
3632
3773
3773
3773
3773
3773
3773
3773
3773
3773
3773
3723
3723
3723
3723
3723
3723
3723
3723
3723
3723
4041
4041
4041
4041
4041
4041
4041
4041
4041
4041
3991
3991
3991
3991
3991
3991
3991
3991
3991
3991
4021
4021
4021
4021
4021
4021
4021
4021
4021
4021
3971
3971
3971
3971
3971
3971
3971
3971
3971
3971
4091
4091
4091
4091
4091
4091
4091
4091
4091
4091
4041
4041
4041
4041
4041
4041
4041
4041
4041
4041
4126
4126
4126
4126
4126
4126
4126
4126
4126
4126
4076
4076
4076
4076
4076
4076
4076
4076
4076
4076
3755
3755
3755
3755
3755
3755
3755
3755
3755
3755
3705
3705
3705
3705
3705
3705
3705
3705
3705
3705
3726
3726
3726
3726
3726
3726
3726
3726
3726
3726
3676
3676
3676
3676
3676
3676
3676
3676
3676
3676
3842
3842
3842
3842
3842
3842
3842
3842
3842
3842
3792
3792
3792
3792
3792
3792
3792
3792
3792
3792
4056
4056
4056
4056
4056
4056
4056
4056
4056
4056
4006
4006
4006
4006
4006
4006
4006
4006
4006
4006
4067
4067
4067
4067
4067
4067
4067
4067
4067
4067
4017
4017
4017
4017
4017
4017
4017
4017
4017
4017
4089
4089
4089
4089
4089
4089
4089
4089
4089
4089
4039
4039
4039
4039
4039
4039
4039
4039
4039
4039
4125
4125
4125
4125
4125
4125
4125
4125
4125
4125
4075
4075
4075
4075
4075
4075
4075
4075
4075
4075
3746
3746
3746
3746
3746
3746
3746
3746
3746
3746
3696
3696
3696
3696
3696
3696
3696
3696
3696
3696
3740
3740
3740
3740
3740
3740
3740
3740
3740
3740
3690
3690
3690
3690
3690
3690
3690
3690
3690
3690
3835
3835
3835
3835
3835
3835
3835
3835
3835
3835
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
4056
4056
4056
4056
4056
4056
4056
4056
4056
4056
4006
4006
4006
4006
4006
4006
4006
4006
4006
4006
4065
4065
4065
4065
4065
4065
4065
4065
4065
4065
4015
4015
4015
4015
4015
4015
4015
4015
4015
4015
4119
4119
4119
4119
4119
4119
4119
4119
4119
4119
4069
4069
4069
4069
4069
4069
4069
4069
4069
4069
4127
4127
4127
4127
4127
4127
4127
4127
4127
4127
4077
4077
4077
4077
4077
4077
4077
4077
4077
4077
3765
3765
3765
3765
3765
3765
3765
3765
3765
3765
3715
3715
3715
3715
3715
3715
3715
3715
3715
3715
3751
3751
3751
3751
3751
3751
3751
3751
3751
3751
3701
3701
3701
3701
3701
3701
3701
3701
3701
3701
3859
3859
3859
3859
3859
3859
3859
3859
3859
3859
3809
3809
3809
3809
3809
3809
3809
3809
3809
3809
4052
4052
4052
4052
4052
4052
4052
4052
4052
4052
4002
4002
4002
4002
4002
4002
4002
4002
4002
4002
4067
4067
4067
4067
4067
4067
4067
4067
4067
4067
4017
4017
4017
4017
4017
4017
4017
4017
4017
4017
4117
4117
4117
4117
4117
4117
4117
4117
4117
4117
4067
4067
4067
4067
4067
4067
4067
4067
4067
4067
4151
4151
4151
4151
4151
4151
4151
4151
4151
4151
4101
4101
4101
4101
4101
4101
4101
4101
4101
4101
3743
3743
3743
3743
3743
3743
3743
3743
3743
3743
3693
3693
3693
3693
3693
3693
3693
3693
3693
3693
3734
3734
3734
3734
3734
3734
3734
3734
3734
3734
3684
3684
3684
3684
3684
3684
3684
3684
3684
3684
3839
3839
3839
3839
3839
3839
3839
3839
3839
3839
3789
3789
3789
3789
3789
3789
3789
3789
3789
3789
4052
4052
4052
4052
4052
4052
4052
4052
4052
4052
4002
4002
4002
4002
4002
4002
4002
4002
4002
4002
4053
4053
4053
4053
4053
4053
4053
4053
4053
4053
4003
4003
4003
4003
4003
4003
4003
4003
4003
4003
4113
4113
4113
4113
4113
4113
4113
4113
4113
4113
4063
4063
4063
4063
4063
4063
4063
4063
4063
4063
4142
4142
4142
4142
4142
4142
4142
4142
4142
4142
4092
4092
4092
4092
4092
4092
4092
4092
4092
4092
3770
3770
3770
3770
3770
3770
3770
3770
3770
3770
3720
3720
3720
3720
3720
3720
3720
3720
3720
3720
3733
3733
3733
3733
3733
3733
3733
3733
3733
3733
3683
3683
3683
3683
3683
3683
3683
3683
3683
3683
3848
3848
3848
3848
3848
3848
3848
3848
3848
3848
3798
3798
3798
3798
3798
3798
3798
3798
3798
3798
4056
4056
4056
4056
4056
4056
4056
4056
4056
4056
4006
4006
4006
4006
4006
4006
4006
4006
4006
4006
4070
4070
4070
4070
4070
4070
4070
4070
4070
4070
4020
4020
4020
4020
4020
4020
4020
4020
4020
4020
4116
4116
4116
4116
4116
4116
4116
4116
4116
4116
4066
4066
4066
4066
4066
4066
4066
4066
4066
4066
4157
4157
4157
4157
4157
4157
4157
4157
4157
4157
4107
4107
4107
4107
4107
4107
4107
4107
4107
4107
3772
3772
3772
3772
3772
3772
3772
3772
3772
3772
3722
3722
3722
3722
3722
3722
3722
3722
3722
3722
3763
3763
3763
3763
3763
3763
3763
3763
3763
3763
3713
3713
3713
3713
3713
3713
3713
3713
3713
3713
3839
3839
3839
3839
3839
3839
3839
3839
3839
3839
3789
3789
3789
3789
3789
3789
3789
3789
3789
3789
4061
4061
4061
4061
4061
4061
4061
4061
4061
4061
4011
4011
4011
4011
4011
4011
4011
4011
4011
4011
4061
4061
4061
4061
4061
4061
4061
4061
4061
4061
4011
4011
4011
4011
4011
4011
4011
4011
4011
4011
4124
4124
4124
4124
4124
4124
4124
4124
4124
4124
4074
4074
4074
4074
4074
4074
4074
4074
4074
4074
4154
4154
4154
4154
4154
4154
4154
4154
4154
4154
4104
4104
4104
4104
4104
4104
4104
4104
4104
4104
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
3735
3735
3735
3735
3735
3735
3735
3735
3735
3735
3761
3761
3761
3761
3761
3761
3761
3761
3761
3761
3711
3711
3711
3711
3711
3711
3711
3711
3711
3711
3873
3873
3873
3873
3873
3873
3873
3873
3873
3873
3823
3823
3823
3823
3823
3823
3823
3823
3823
3823
4048
4048
4048
4048
4048
4048
4048
4048
4048
4048
3998
3998
3998
3998
3998
3998
3998
3998
3998
3998
4073
4073
4073
4073
4073
4073
4073
4073
4073
4073
4023
4023
4023
4023
4023
4023
4023
4023
4023
4023
4114
4114
4114
4114
4114
4114
4114
4114
4114
4114
4064
4064
4064
4064
4064
4064
4064
4064
4064
4064
4160
4160
4160
4160
4160
4160
4160
4160
4160
4160
4110
4110
4110
4110
4110
4110
4110
4110
4110
4110
3768
3768
3768
3768
3768
3768
3768
3768
3768
3768
3718
3718
3718
3718
3718
3718
3718
3718
3718
3718
3764
3764
3764
3764
3764
3764
3764
3764
3764
3764
3714
3714
3714
3714
3714
3714
3714
3714
3714
3714
3872
3872
3872
3872
3872
3872
3872
3872
3872
3872
3822
3822
3822
3822
3822
3822
3822
3822
3822
3822
4072
4072
4072
4072
4072
4072
4072
4072
4072
4072
4022
4022
4022
4022
4022
4022
4022
4022
4022
4022
4048
4048
4048
4048
4048
4048
4048
4048
4048
4048
3998
3998
3998
3998
3998
3998
3998
3998
3998
3998
4098
4098
4098
4098
4098
4098
4098
4098
4098
4098
4048
4048
4048
4048
4048
4048
4048
4048
4048
4048
4136
4136
4136
4136
4136
4136
4136
4136
4136
4136
4086
4086
4086
4086
4086
4086
4086
4086
4086
4086
3756
3756
3756
3756
3756
3756
3756
3756
3756
3756
3706
3706
3706
3706
3706
3706
3706
3706
3706
3706
3733
3733
3733
3733
3733
3733
3733
3733
3733
3733
3683
3683
3683
3683
3683
3683
3683
3683
3683
3683
3855
3855
3855
3855
3855
3855
3855
3855
3855
3855
3805
3805
3805
3805
3805
3805
3805
3805
3805
3805
4061
4061
4061
4061
4061
4061
4061
4061
4061
4061
4011
4011
4011
4011
4011
4011
4011
4011
4011
4011
4072
4072
4072
4072
4072
4072
4072
4072
4072
4072
4022
4022
4022
4022
4022
4022
4022
4022
4022
4022
4100
4100
4100
4100
4100
4100
4100
4100
4100
4100
4050
4050
4050
4050
4050
4050
4050
4050
4050
4050
4142
4142
4142
4142
4142
4142
4142
4142
4142
4142
4092
4092
4092
4092
4092
4092
4092
4092
4092
4092
3774
3774
3774
3774
3774
3774
3774
3774
3774
3774
3724
3724
3724
3724
3724
3724
3724
3724
3724
3724
3751
3751
3751
3751
3751
3751
3751
3751
3751
3751
3701
3701
3701
3701
3701
3701
3701
3701
3701
3701
3855
3855
3855
3855
3855
3855
3855
3855
3855
3855
3805
3805
3805
3805
3805
3805
3805
3805
3805
3805
4069
4069
4069
4069
4069
4069
4069
4069
4069
4069
4019
4019
4019
4019
4019
4019
4019
4019
4019
4019
4079
4079
4079
4079
4079
4079
4079
4079
4079
4079
4029
4029
4029
4029
4029
4029
4029
4029
4029
4029
4137
4137
4137
4137
4137
4137
4137
4137
4137
4137
4087
4087
4087
4087
4087
4087
4087
4087
4087
4087
4139
4139
4139
4139
4139
4139
4139
4139
4139
4139
4089
4089
4089
4089
4089
4089
4089
4089
4089
4089
3771
3771
3771
3771
3771
3771
3771
3771
3771
3771
3721
3721
3721
3721
3721
3721
3721
3721
3721
3721
3752
3752
3752
3752
3752
3752
3752
3752
3752
3752
3702
3702
3702
3702
3702
3702
3702
3702
3702
3702
3865
3865
3865
3865
3865
3865
3865
3865
3865
3865
3815
3815
3815
3815
3815
3815
3815
3815
3815
3815
4052
4052
4052
4052
4052
4052
4052
4052
4052
4052
4002
4002
4002
4002
4002
4002
4002
4002
4002
4002
4076
4076
4076
4076
4076
4076
4076
4076
4076
4076
4026
4026
4026
4026
4026
4026
4026
4026
4026
4026
4127
4127
4127
4127
4127
4127
4127
4127
4127
4127
4077
4077
4077
4077
4077
4077
4077
4077
4077
4077
4164
4164
4164
4164
4164
4164
4164
4164
4164
4164
4114
4114
4114
4114
4114
4114
4114
4114
4114
4114
3765
3765
3765
3765
3765
3765
3765
3765
3765
3765
3715
3715
3715
3715
3715
3715
3715
3715
3715
3715
3762
3762
3762
3762
3762
3762
3762
3762
3762
3762
3712
3712
3712
3712
3712
3712
3712
3712
3712
3712
3869
3869
3869
3869
3869
3869
3869
3869
3869
3869
3819
3819
3819
3819
3819
3819
3819
3819
3819
3819
4087
4087
4087
4087
4087
4087
4087
4087
4087
4087
4037
4037
4037
4037
4037
4037
4037
4037
4037
4037
4082
4082
4082
4082
4082
4082
4082
4082
4082
4082
4032
4032
4032
4032
4032
4032
4032
4032
4032
4032
4131
4131
4131
4131
4131
4131
4131
4131
4131
4131
4081
4081
4081
4081
4081
4081
4081
4081
4081
4081
4174
4174
4174
4174
4174
4174
4174
4174
4174
4174
4124
4124
4124
4124
4124
4124
4124
4124
4124
4124
3793
3793
3793
3793
3793
3793
3793
3793
3793
3793
3743
3743
3743
3743
3743
3743
3743
3743
3743
3743
3745
3745
3745
3745
3745
3745
3745
3745
3745
3745
3695
3695
3695
3695
3695
3695
3695
3695
3695
3695
3857
3857
3857
3857
3857
3857
3857
3857
3857
3857
3807
3807
3807
3807
3807
3807
3807
3807
3807
3807
4062
4062
4062
4062
4062
4062
4062
4062
4062
4062
4012
4012
4012
4012
4012
4012
4012
4012
4012
4012
4073
4073
4073
4073
4073
4073
4073
4073
4073
4073
4023
4023
4023
4023
4023
4023
4023
4023
4023
4023
4117
4117
4117
4117
4117
4117
4117
4117
4117
4117
4067
4067
4067
4067
4067
4067
4067
4067
4067
4067
4157
4157
4157
4157
4157
4157
4157
4157
4157
4157
4107
4107
4107
4107
4107
4107
4107
4107
4107
4107
3782
3782
3782
3782
3782
3782
3782
3782
3782
3782
3732
3732
3732
3732
3732
3732
3732
3732
3732
3732
3770
3770
3770
3770
3770
3770
3770
3770
3770
3770
3720
3720
3720
3720
3720
3720
3720
3720
3720
3720
3864
3864
3864
3864
3864
3864
3864
3864
3864
3864
3814
3814
3814
3814
3814
3814
3814
3814
3814
3814
4071
4071
4071
4071
4071
4071
4071
4071
4071
4071
4021
4021
4021
4021
4021
4021
4021
4021
4021
4021
4084
4084
4084
4084
4084
4084
4084
4084
4084
4084
4034
4034
4034
4034
4034
4034
4034
4034
4034
4034
4140
4140
4140
4140
4140
4140
4140
4140
4140
4140
4090
4090
4090
4090
4090
4090
4090
4090
4090
4090
4157
4157
4157
4157
4157
4157
4157
4157
4157
4157
4107
4107
4107
4107
4107
4107
4107
4107
4107
4107
3795
3795
3795
3795
3795
3795
3795
3795
3795
3795
3745
3745
3745
3745
3745
3745
3745
3745
3745
3745
3781
3781
3781
3781
3781
3781
3781
3781
3781
3781
3731
3731
3731
3731
3731
3731
3731
3731
3731
3731
3881
3881
3881
3881
3881
3881
3881
3881
3881
3881
3831
3831
3831
3831
3831
3831
3831
3831
3831
3831
4060
4060
4060
4060
4060
4060
4060
4060
4060
4060
4010
4010
4010
4010
4010
4010
4010
4010
4010
4010
4075
4075
4075
4075
4075
4075
4075
4075
4075
4075
4025
4025
4025
4025
4025
4025
4025
4025
4025
4025
4117
4117
4117
4117
4117
4117
4117
4117
4117
4117
4067
4067
4067
4067
4067
4067
4067
4067
4067
4067
4161
4161
4161
4161
4161
4161
4161
4161
4161
4161
4111
4111
4111
4111
4111
4111
4111
4111
4111
4111
3776
3776
3776
3776
3776
3776
3776
3776
3776
3776
3726
3726
3726
3726
3726
3726
3726
3726
3726
3726
3767
3767
3767
3767
3767
3767
3767
3767
3767
3767
3717
3717
3717
3717
3717
3717
3717
3717
3717
3717
3872
3872
3872
3872
3872
3872
3872
3872
3872
3872
3822
3822
3822
3822
3822
3822
3822
3822
3822
3822
4083
4083
4083
4083
4083
4083
4083
4083
4083
4083
4033
4033
4033
4033
4033
4033
4033
4033
4033
4033
4079
4079
4079
4079
4079
4079
4079
4079
4079
4079
4029
4029
4029
4029
4029
4029
4029
4029
4029
4029
4131
4131
4131
4131
4131
4131
4131
4131
4131
4131
4081
4081
4081
4081
4081
4081
4081
4081
4081
4081
4164
4164
4164
4164
4164
4164
4164
4164
4164
4164
4114
4114
4114
4114
4114
4114
4114
4114
4114
4114
3798
3798
3798
3798
3798
3798
3798
3798
3798
3798
3748
3748
3748
3748
3748
3748
3748
3748
3748
3748
3774
3774
3774
3774
3774
3774
3774
3774
3774
3774
3724
3724
3724
3724
3724
3724
3724
3724
3724
3724
3885
3885
3885
3885
3885
3885
3885
3885
3885
3885
3835
3835
3835
3835
3835
3835
3835
3835
3835
3835
4097
4097
4097
4097
4097
4097
4097
4097
4097
4097
4047
4047
4047
4047
4047
4047
4047
4047
4047
4047
4093
4093
4093
4093
4093
4093
4093
4093
4093
4093
4043
4043
4043
4043
4043
4043
4043
4043
4043
4043
4094
4094
4094
4094
4094
4094
4094
4094
4094
4094
4044
4044
4044
4044
4044
4044
4044
4044
4044
4044
4139
4139
4139
4139
4139
4139
4139
4139
4139
4139
4089
4089
4089
4089
4089
4089
4089
4089
4089
4089
3750
3750
3750
3750
3750
3750
3750
3750
3750
3750
3700
3700
3700
3700
3700
3700
3700
3700
3700
3700
3745
3745
3745
3745
3745
3745
3745
3745
3745
3745
3695
3695
3695
3695
3695
3695
3695
3695
3695
3695
3835
3835
3835
3835
3835
3835
3835
3835
3835
3835
3785
3785
3785
3785
3785
3785
3785
3785
3785
3785
4062
4062
4062
4062
4062
4062
4062
4062
4062
4062
4012
4012
4012
4012
4012
4012
4012
4012
4012
4012
4070
4070
4070
4070
4070
4070
4070
4070
4070
4070
4020
4020
4020
4020
4020
4020
4020
4020
4020
4020
4123
4123
4123
4123
4123
4123
4123
4123
4123
4123
4073
4073
4073
4073
4073
4073
4073
4073
