hw(rs1),HW
15,123
17,144
2,41
14,143
15,118
12,120
11,120
3,50
17,120
4,67
16,111
11,140
11,93
17,121
17,122
14,115
15,129
0,1
11,109
15,139
2,41
7,99
18,120
10,124
15,119
11,133
5,81
16,121
12,121
15,129
17,138
14,130
12,99
6,90
19,140
9,119
8,114
15,131
11,124
16,133
15,122
6,82
0,3
19,134
5,67
17,138
14,121
14,118
17,123
16,134
11,123
8,108
10,137
2,42
12,124
9,123
15,126
16,149
7,86
16,133
6,70
12,128
16,133
1,20
4,72
0,3
17,116
17,130
17,142
3,61
5,78
16,119
15,130
7,104
17,129
17,118
17,127
15,131
1,23
1,23
14,129
12,119
12,110
13,96
6,95
11,131
9,113
15,130
13,122
14,123
12,115
12,123
13,112
16,141
16,140
6,71
17,142
14,134
18,128
9,117
15,127
14,123
14,131
18,127
7,96
16,117
4,75
12,115
3,54
18,136
7,102
14,118
15,120
5,74
16,116
0,3
7,104
7,102
16,120
15,128
19,119
13,113
7,100
10,110
9,109
9,120
16,123
9,129
9,126
18,125
16,130
3,54
10,109
12,123
0,3
1,21
14,128
9,115
9,120
6,83
14,116
7,92
10,119
13,115
15,145
11,111
11,121
16,136
1,21
1,21
8,101
10,132
2,36
12,124
15,123
7,91
5,80
0,3
13,134
14,137
2,40
5,75
5,77
4,65
3,50
17,126
11,123
18,129
13,130
16,121
12,120
2,35
16,116
11,129
4,72
12,132
14,117
18,124
11,102
15,143
11,117
18,142
17,139
13,119
6,103
15,133
4,54
14,126
14,115
4,76
9,105
1,21
15,113
4,70
13,125
10,119
17,129
3,59
3,58
13,139
9,102
15,129
11,125
13,122
2,41
19,124
7,92
18,148
16,131
15,124
17,128
17,136
3,52
4,74
7,88
14,132
17,119
10,108
13,131
6,89
8,105
13,121
1,17
16,131
13,125
12,126
11,112
14,121
11,108
14,127
12,135
19,119
4,55
4,68
10,110
13,112
17,128
1,23
19,127
10,110
11,127
14,123
14,120
16,130
8,100
2,37
12,122
15,140
10,118
12,132
14,131
15,125
12,116
12,125
14,133
10,111
6,87
0,3
8,105
17,119
12,123
13,124
12,127
13,103
4,74
7,94
15,112
7,101
13,139
16,112
11,129
8,107
8,101
14,125
11,127
15,134
13,133
1,22
2,40
6,103
14,111
17,129
9,108
8,96
16,123
14,110
4,67
13,124
15,141
2,35
16,132
19,112
13,130
18,121
13,125
8,103
17,131
11,128
1,23
4,64
15,128
8,113
14,119
17,116
16,117
13,129
17,133
16,136
16,142
19,154
1,21
10,110
15,126
2,38
14,124
18,144
5,87
9,120
13,124
18,128
4,64
2,33
6,76
3,47
11,106
18,122
11,133
6,95
5,88
6,100
6,89
17,130
15,128
1,20
13,123
2,35
8,94
3,54
12,127
18,119
14,127
14,124
6,96
13,132
14,131
16,123
0,3
4,72
14,129
13,117
8,103
10,114
16,118
13,140
16,139
9,109
18,138
10,123
12,133
5,65
2,39
9,112
20,137
12,125
12,113
13,122
17,125
13,120
2,37
11,135
13,119
4,58
16,132
3,54
13,124
14,130
15,118
5,81
8,104
6,87
16,126
8,89
15,133
16,129
18,129
3,55
17,120
5,61
7,110
7,99
14,128
15,122
7,81
16,126
5,86
16,117
5,77
15,134
14,128
9,109
6,94
4,64
16,106
18,136
15,139
13,128
17,127
14,123
6,90
17,121
7,94
19,124
11,126
15,142
5,59
15,150
1,23
7,96
8,109
0,3
0,3
17,146
14,126
13,131
9,127
5,85
16,132
15,153
12,116
5,80
13,117
9,139
16,119
9,121
10,120
1,23
6,83
12,110
13,115
15,130
6,90
18,122
9,114
0,3
11,127
17,130
13,124
14,112
6,77
18,126
3,59
0,1
8,118
5,79
8,98
17,117
7,96
9,112
5,85
6,94
14,132
17,138
15,134
17,140
11,133
12,122
9,119
4,66
7,94
13,127
16,131
16,122
16,138
17,132
8,105
0,1
13,147
11,120
17,128
10,112
9,113
21,127
16,133
12,145
10,118
4,63
6,85
13,132
16,124
3,53
14,132
2,41
3,58
13,134
14,132
8,116
6,103
15,133
1,19
12,122
16,122
9,132
14,134
6,103
9,103
11,123
12,138
14,134
18,123
15,132
12,120
7,94
17,114
16,135
14,133
17,116
5,74
2,33
11,138
15,123
1,23
8,89
17,128
13,129
17,133
13,117
12,129
13,136
15,111
17,126
15,142
13,127
17,127
12,115
14,127
17,133
16,151
0,3
19,129
15,118
16,140
14,108
9,114
19,138
10,124
15,115
10,121
6,82
0,3
9,116
12,129
17,145
16,128
10,97
16,121
7,95
1,20
18,126
14,126
5,82
15,132
15,133
4,66
19,120
6,82
4,59
17,134
2,34
16,120
18,141
13,124
15,132
17,138
15,131
4,71
8,101
16,145
12,111
12,124
3,58
1,21
13,126
13,133
9,94
16,126
16,137
13,129
15,127
15,132
15,119
6,88
16,130
15,123
9,117
15,145
10,98
3,57
14,120
7,98
15,125
2,43
1,23
14,134
12,117
9,113
16,135
15,130
16,121
2,41
0,1
17,121
4,61
16,135
2,40
16,117
14,135
10,96
15,126
11,136
13,143
15,129
4,61
14,131
7,112
19,141
7,97
9,121
9,109
7,91
10,128
1,21
10,110
10,111
12,114
16,141
14,136
6,90
16,116
4,62
17,150
9,114
14,127
5,83
17,118
0,3
8,110
5,79
10,128
13,132
14,112
8,118
15,143
0,1
13,135
15,140
12,125
14,131
16,123
12,131
6,96
8,103
15,113
8,96
10,103
16,133
6,97
6,94
16,137
13,120
15,123
18,131
19,114
5,73
18,136
8,100
16,129
7,97
5,67
11,116
15,131
12,126
11,121
0,3
6,81
17,118
10,122
1,23
10,118
11,130
15,128
12,111
0,3
19,128
6,91
16,125
9,107
1,21
13,124
8,101
13,106
15,133
16,127
7,105
9,121
5,72
9,112
2,43
18,134
12,133
1,21
5,85
17,138
11,132
12,115
15,131
14,146
16,128
15,131
11,144
11,126
8,106
15,123
15,111
15,140
17,127
14,140
17,125
8,101
7,98
5,79
17,123
13,127
17,126
11,116
11,130
15,134
9,107
8,100
16,126
15,122
11,118
17,132
8,93
5,78
15,141
7,96
14,125
3,51
15,131
9,97
18,125
8,101
18,116
11,118
7,101
13,146
8,106
14,116
16,136
2,41
10,119
11,124
1,23
5,80
16,119
10,120
6,97
16,147
13,123
5,74
16,116
18,117
14,119
19,118
16,129
10,117
15,138
3,48
18,121
11,115
15,111
8,119
14,116
18,130
1,20
14,123
19,123
4,64
9,119
8,94
16,147
17,123
0,3
13,129
1,17
9,110
15,115
2,40
17,117
8,76
6,84
16,120
18,134
9,99
13,123
10,117
4,61
6,89
13,120
11,94
12,131
16,154
13,135
7,80
13,120
1,21
12,128
14,125
5,84
15,134
0,1
3,60
17,136
1,20
15,124
16,151
11,97
7,102
16,137
8,113
18,122
1,23
0,3
9,104
9,106
4,65
0,1
16,134
5,77
15,134
14,119
13,132
10,120
9,114
14,115
15,129
18,129
15,147
1,23
15,137
17,122
3,58
17,133
15,131
15,141
13,124
5,81
13,137
16,135
4,67
16,142
14,120
16,143
15,127
13,112
7,87
15,113
15,119
11,136
1,22
11,107
2,41
5,92
19,120
13,109
12,111
3,61
6,87
13,127
6,82
15,145
17,130
13,127
19,124
1,23
14,133
3,58
16,129
11,116
19,124
0,1
13,129
13,113
6,84
16,116
14,119
13,127
0,1
14,117
17,148
10,116
16,127
4,76
14,138
16,125
6,95
17,120
7,112
12,120
15,126
7,100
14,136
10,123
0,3
19,145
7,92
14,129
16,135
5,80
14,122
14,129
7,90
13,110
17,119
14,126
12,122
16,124
16,133
13,146
9,122
17,147
17,126
11,118
17,133
15,132
11,126
8,103
16,125
15,147
12,132
5,76
14,141
11,121
2,39
14,135
6,68
19,119
12,130
15,123
18,142
14,127
0,3
6,92
13,130
16,126
15,119
15,125
17,118
14,130
14,127
11,114
5,76
7,99
7,100
6,92
17,139
10,116
10,118
14,142
5,82
15,132
17,108
10,103
1,21
9,105
10,115
3,50
13,144
12,131
15,138
13,127
4,57
16,127
1,20
14,126
11,114
14,137
16,136
19,128
15,123
17,122
1,23
8,83
3,51
18,136
11,133
7,102
16,115
9,114
17,131
6,104
19,123
13,140
12,108
14,118
20,151
9,114
7,84
11,129
14,127
3,45
0,3
15,129
5,81
11,115
7,108
14,141
11,115
17,121
2,40
3,51
7,101
10,119
15,130
5,74
16,137
12,136
2,41
13,126
14,139
18,126
5,82
0,1
9,109
16,142
3,56
1,23
14,122
16,141
13,121
16,126
9,113
14,130
5,81
7,99
14,133
8,112
2,40
2,38
10,104
12,122
2,37
15,132
15,129
6,84
14,133
19,136
15,146
7,96
4,72
16,121
2,36
13,126
0,1
0,3
5,81
4,70
1,21
16,121
15,137
16,131
16,106
15,131
14,129
15,129
14,132
3,52
13,144
17,124
7,89
7,113
15,136
18,129
16,126
9,101
16,131
16,137
17,108
4,67
14,130
14,115
10,117
12,119
16,123
9,113
17,129
4,65
7,79
13,141
10,125
2,43
14,110
15,135
6,88
6,84
15,125
9,98
12,139
15,129
3,53
15,128
8,99
7,91
12,139
15,119
4,75
17,114
4,65
10,120
13,123
17,110
16,134
9,98
4,77
8,100
16,118
17,140
14,134
7,98
15,118
12,128
15,132
12,129
18,116
17,138
16,123
4,74
18,148
15,120
12,133
12,123
3,56
15,120
17,140
11,123
16,134
11,130
14,108
16,112
12,124
21,134
11,121
18,125
8,113
12,116
15,123
15,121
7,101
11,117
15,129
8,93
17,130
17,128
16,113
8,109
18,142
9,126
11,105
13,131
13,121
21,140
0,3
6,86
5,74
14,132
13,129
1,21
9,105
15,122
16,127
19,146
10,120
2,41
11,109
14,130
4,67
17,134
3,47
10,115
10,102
17,129
16,129
8,119
16,130
6,82
16,116
11,121
13,125
15,130
13,129
18,129
10,118
15,128
6,77
16,127
17,125
13,105
14,126
7,100
8,99
7,98
2,39
14,134
9,119
12,110
18,139
1,21
3,51
19,148
13,140
16,137
19,123
16,120
1,21
12,128
11,117
0,1
5,79
13,125
8,103
14,117
4,59
7,89
18,126
14,139
9,97
16,138
8,104
5,87
13,126
11,130
9,114
7,95
0,3
6,85
6,73
14,137
12,127
13,137
16,144
16,138
7,101
13,134
10,125
6,90
14,130
18,129
2,35
18,128
0,3
15,130
11,115
13,108
9,110
13,130
12,132
4,52
8,102
5,91
6,96
14,116
5,83
5,86
13,124
13,108
18,124
2,39
10,102
16,134
16,124
8,94
2,41
8,96
13,121
4,65
19,106
16,132
1,21
16,147
14,125
16,118
0,1
13,139
9,108
16,121
4,63
15,127
16,156
15,139
14,129
9,103
16,131
2,38
5,80
7,91
12,132
10,119
5,80
0,3
15,126
12,121
15,133
14,114
10,98
3,52
7,108
8,117
15,123
9,113
17,119
17,135
10,134
5,81
16,127
4,64
18,151
6,89
17,121
16,136
5,74
7,93
5,81
17,125
18,126
5,79
12,119
6,72
4,68
14,129
7,103
4,67
8,102
15,120
7,95
14,141
8,114
17,131
3,49
17,132
16,134
1,19
14,142
0,3
16,141
13,121
2,35
14,126
4,60
12,130
6,76
16,120
14,129
15,124
6,112
15,105
10,120
2,37
8,114
9,117
11,105
4,73
2,37
5,73
8,79
4,58
7,88
2,35
0,3
16,116
10,126
14,124
17,138
3,51
1,23
5,80
4,72
16,125
11,120
13,136
15,129
0,1
13,117
17,129
18,136
16,140
17,124
6,89
17,131
15,135
17,143
12,120
7,97
12,124
11,122
11,109
17,121
13,139
16,128
7,103
10,118
0,3
7,98
11,123
18,141
17,134
18,139
12,138
10,113
7,101
13,143
2,39
6,66
18,125
12,100
9,95
12,120
9,128
14,116
14,123
3,53
11,108
13,133
7,101
19,114
12,136
14,110
13,137
15,143
11,116
10,109
8,102
16,107
12,116
6,79
5,77
13,123
16,128
16,132
14,133
14,130
17,132
11,116
12,122
2,40
6,89
8,102
11,143
15,138
8,83
18,130
2,43
16,126
5,70
19,104
14,120
16,121
14,135
7,100
17,141
0,3
5,88
13,123
8,103
9,102
16,141
16,127
18,142
17,134
1,23
13,129
7,97
10,110
10,105
9,105
1,19
13,119
18,119
18,124
2,43
15,134
15,143
13,116
5,75
9,94
17,130
3,51
10,103
13,134
14,122
4,65
17,134
17,134
16,131
19,144
16,118
7,89
15,143
7,100
9,107
17,143
7,99
0,3
10,111
11,130
1,23
18,116
14,132
15,136
0,1
21,142
18,147
6,94
9,108
13,121
13,120
8,114
10,120
5,85
9,101
10,94
4,73
8,112
7,97
11,132
14,128
9,101
8,105
17,107
6,93
12,124
7,103
1,21
3,58
2,37
13,116
10,128
13,138
1,23
14,127
2,41
4,70
10,118
5,75
17,120
16,137
13,133
16,138
14,124
16,133
15,129
6,87
9,114
19,120
9,108
6,90
17,140
17,143
8,92
14,130
18,117
9,110
10,115
8,112
2,40
8,102
1,23
10,98
8,103
14,107
8,105
15,135
17,136
15,144
11,121
13,119
15,125
9,111
14,127
16,119
10,120
14,116
12,133
0,3
14,126
15,137
14,140
15,114
15,126
17,149
15,127
12,115
16,123
15,125
16,141
13,125
18,126
2,42
6,91
15,135
12,126
4,71
6,85
11,120
9,109
19,139
15,135
7,101
15,130
3,53
3,50
7,93
15,120
11,138
0,3
0,3
16,119
13,114
9,91
9,131
14,121
9,125
5,72
15,151
5,79
12,113
2,37
4,67
16,134
20,121
7,102
6,94
12,132
6,92
14,130
15,133
15,145
8,108
17,129
10,135
17,135
8,106
2,37
1,23
15,117
7,101
0,1
1,21
11,120
2,39
10,121
1,17
10,121
2,41
13,121
13,115
17,122
15,124
0,3
16,135
10,109
13,117
16,123
12,120
6,96
3,59
11,118
12,134
10,108
11,124
13,130
15,114
15,139
11,128
15,115
12,120
12,140
15,123
13,119
9,111
9,136
16,126
6,90
12,120
0,3
12,120
17,116
14,128
13,129
8,120
0,3
17,119
17,128
5,78
0,3
15,130
16,120
6,71
1,22
7,112
6,94
17,120
13,133
2,40
6,102
12,128
13,115
14,137
16,116
4,62
11,120
6,87
3,50
10,131
13,116
12,132
13,129
4,61
4,73
16,123
14,134
2,36
11,121
1,21
4,68
2,40
13,124
15,133
7,96
17,133
8,95
12,114
0,1
14,131
15,115
17,140
7,105
14,133
2,39
4,73
10,111
17,134
6,82
2,35
8,115
3,48
12,117
2,37
17,139
15,134
18,125
9,123
18,139
4,56
0,3
15,126
5,78
7,99
12,123
16,126
12,125
18,136
9,125
4,61
2,40
11,100
11,124
12,118
4,68
6,79
8,93
15,140
2,38
12,131
4,65
14,129
13,126
17,128
14,114
18,133
0,3
3,52
11,108
15,131
5,82
2,43
12,132
7,87
17,137
14,124
8,112
9,115
12,143
9,125
0,1
16,130
0,3
13,124
12,116
15,116
17,116
13,127
15,128
8,101
12,122
14,133
8,110
11,118
15,124
1,23
6,105
13,131
16,133
9,106
18,124
18,144
16,130
3,57
11,127
15,128
18,133
13,114
11,134
11,121
3,58
11,134
16,119
1,21
8,94
13,106
7,93
14,139
17,147
3,52
14,131
15,137
2,30
20,138
7,100
10,123
19,134
17,111
6,90
0,3
7,99
5,78
14,127
14,120
13,126
14,131
11,117
12,127
14,117
3,45
8,107
15,135
10,113
15,130
17,133
5,86
14,115
16,123
8,100
12,137
4,72
8,109
1,23
1,20
13,135
10,108
6,101
13,147
17,105
8,111
14,126
1,20
8,96
5,90
9,109
8,101
7,101
17,126
14,120
5,75
16,124
13,115
5,71
9,103
5,72
0,1
15,152
12,109
15,137
13,151
14,160
9,122
16,136
17,122
13,129
5,80
10,117
12,111
12,122
11,117
13,118
12,124
13,121
7,92
13,142
12,126
10,110
12,129
17,123
13,126
9,110
14,119
12,125
6,103
14,141
16,118
16,129
15,132
7,86
7,96
7,105
14,126
7,103
17,128
16,127
16,108
9,104
5,69
17,141
15,124
11,132
14,133
11,124
11,123
18,128
2,31
8,118
10,113
10,121
14,134
13,136
3,56
16,117
3,56
6,100
14,124
14,117
18,98
11,118
2,41
12,142
17,120
10,109
19,120
11,111
3,47
9,106
7,101
12,146
13,135
5,68
16,119
15,117
13,108
17,136
18,144
14,115
15,150
10,122
16,136
16,142
1,22
16,120
16,134
12,145
1,20
13,125
14,131
5,87
17,131
11,126
19,115
4,63
14,115
19,141
15,145
6,85
3,56
4,68
11,119
19,122
3,53
17,146
2,34
13,129
15,151
8,101
16,136
2,36
11,116
14,118
11,122
14,130
16,134
13,128
5,82
2,33
14,131
5,83
16,149
9,115
16,135
10,126
17,119
16,128
3,54
1,20
16,134
15,142
4,69
14,134
15,139
11,119
18,140
7,89
0,3
2,41
13,122
1,23
16,122
12,130
16,133
0,3
17,127
15,133
6,89
13,124
2,41
5,94
12,128
16,129
1,23
13,136
18,123
19,133
13,123
14,132
9,82
12,135
8,100
1,20
3,56
18,121
15,127
15,117
6,90
5,80
4,64
14,117
4,64
16,114
20,130
5,68
9,102
8,109
11,119
8,93
12,111
17,122
14,113
9,112
11,121
15,133
10,110
16,129
16,131
5,89
14,107
3,61
19,125
0,3
10,107
10,124
11,118
11,114
13,120
15,135
12,124
11,116
12,122
0,1
9,120
16,143
5,80
9,121
3,51
16,116
16,114
5,69
6,88
2,33
10,112
12,129
15,135
2,37
14,133
7,97
12,111
15,129
16,119
14,132
2,41
14,150
13,133
15,132
18,115
11,126
7,91
13,123
14,127
18,129
6,95
15,131
16,110
6,88
8,89
15,135
13,131
8,108
9,102
14,130
6,91
5,75
7,96
16,127
14,127
19,133
11,135
7,98
8,107
14,116
10,120
12,121
13,134
3,53
6,99
4,69
14,132
14,119
10,118
10,119
5,85
5,76
17,133
13,109
16,122
14,131
11,115
6,100
8,108
7,106
15,130
9,124
8,115
16,134
9,102
16,122
9,117
5,75
10,135
14,131
2,40
15,118
11,101
10,122
15,138
15,131
15,137
4,76
19,147
1,23
12,139
14,144
15,129
17,131
7,83
2,38
2,37
0,3
10,107
16,130
14,143
8,96
18,122
15,127
17,127
15,132
14,116
17,128
16,117
10,108
7,102
17,124
16,129
17,135
13,112
15,107
18,125
8,98
8,98
16,143
2,41
0,3
5,79
9,119
18,131
17,143
19,145
2,43
12,131
17,124
5,85
16,140
2,35
11,127
17,113
7,109
17,130
14,145
17,131
18,149
15,141
14,125
4,74
9,105
16,145
7,90
8,116
11,124
18,134
12,130
8,112
13,142
3,55
0,3
14,136
10,115
17,142
9,110
5,92
2,40
11,124
10,117
13,136
19,134
0,3
9,114
12,122
2,38
1,21
17,139
9,121
16,114
1,23
12,123
16,141
6,86
17,136
14,131
10,107
7,85
18,118
9,101
12,139
15,135
0,1
2,43
15,142
1,19
1,23
10,108
8,101
14,116
5,71
5,83
10,117
13,128
14,103
10,108
11,125
12,124
17,139
2,37
16,137
14,124
9,110
10,114
10,104
13,118
9,110
11,131
15,132
15,127
6,82
11,121
11,126
8,101
1,21
4,77
7,90
2,38
14,137
16,135
6,92
15,128
18,131
17,119
15,123
16,132
1,19
15,125
9,111
13,136
14,128
4,71
9,124
14,135
7,91
1,20
8,110
12,115
5,83
5,80
10,123
10,121
11,139
10,118
0,1
13,135
8,94
16,127
10,106
14,116
15,121
16,100
7,93
4,68
15,116
13,134
13,126
14,115
5,82
14,127
4,67
14,137
4,78
4,69
19,129
14,127
17,120
16,132
13,116
13,124
15,115
15,129
16,133
6,87
18,104
4,67
8,92
9,103
12,125
18,139
14,126
17,131
2,39
7,96
9,109
4,64
16,130
15,133
13,139
13,121
19,124
13,126
12,128
15,138
15,127
12,122
7,91
14,155
8,100
17,133
17,140
20,132
17,133
15,125
8,100
11,130
14,129
11,131
1,23
14,129
15,140
16,123
12,122
17,125
0,3
11,143
13,128
3,55
6,91
8,91
16,125
14,134
9,113
9,124
12,135
17,121
14,132
12,123
7,108
16,139
11,125
16,115
13,136
15,127
1,17
17,123
1,23
20,119
13,138
12,114
17,124
11,119
6,91
12,122
16,123
15,125
11,121
2,42
9,105
10,110
4,69
13,133
17,131
7,90
6,89
11,108
11,123
16,126
17,116
12,122
15,131
12,128
20,119
14,125
7,89
2,37
10,134
4,63
4,69
13,130
9,115
17,129
17,128
16,136
11,122
2,33
11,120
17,128
15,119
7,92
15,126
11,121
4,59
16,136
10,110
8,112
18,150
19,142
12,125
11,115
8,102
12,141
13,113
14,150
11,118
14,142
17,127
12,137
17,136
1,20
12,107
10,93
9,98
17,121
8,107
9,123
13,121
15,142
5,78
16,130
13,124
14,122
16,134
15,125
19,133
17,123
9,94
14,137
16,138
10,121
13,127
14,120
2,43
4,67
1,21
7,106
14,122
12,116
1,23
10,111
1,22
14,133
4,60
14,133
11,121
18,127
15,139
15,132
10,124
7,85
19,135
1,23
16,127
8,115
13,126
13,131
5,62
16,126
20,122
13,141
14,126
13,141
11,126
5,76
14,99
5,79
16,138
15,127
18,135
11,114
14,123
1,21
12,112
17,112
16,151
5,75
9,116
8,98
9,109
18,132
11,108
14,124
11,114
4,77
17,131
10,99
8,119
2,38
9,119
16,126
13,128
11,123
3,57
7,101
14,114
12,114
17,131
10,105
13,134
16,120
17,119
7,87
7,98
11,127
0,1
14,129
13,129
6,100
0,1
15,145
14,125
14,125
18,124
8,95
3,61
7,108
18,108
12,110
9,122
9,105
7,92
14,119
9,113
12,129
17,122
15,148
13,140
17,136
4,78
17,127
5,83
8,102
8,95
6,93
7,102
16,140
10,108
13,117
16,129
14,140
6,83
19,128
17,126
13,141
17,122
8,125
7,93
4,70
19,132
15,132
14,127
16,139
18,130
5,76
15,126
13,126
16,127
3,51
8,102
7,108
14,127
11,124
4,75
7,98
0,3
17,150
11,121
1,21
17,139
13,119
16,111
17,151
15,125
16,123
13,115
15,125
13,123
9,122
16,133
0,3
1,23
10,119
11,104
0,3
3,57
11,114
12,127
12,141
7,101
4,67
7,99
14,129
16,121
18,128
7,96
8,89
18,134
14,109
4,67
12,128
14,115
12,133
13,139
13,118
11,124
13,131
14,128
8,118
2,38
3,57
6,82
12,130
12,141
8,111
19,120
9,114
16,128
16,140
17,128
7,106
2,39
3,51
9,119
14,124
18,144
11,116
14,134
15,127
11,117
16,121
13,122
6,87
15,133
4,53
0,1
15,121
5,87
16,135
10,110
14,135
6,96
10,121
6,85
13,131
11,118
15,146
13,105
15,141
1,21
8,102
6,89
1,23
15,124
6,106
14,122
4,67
5,81
0,3
3,46
9,113
10,117
16,131
17,129
15,132
12,126
17,131
6,100
6,89
17,128
16,145
11,123
14,136
11,114
2,33
7,103
13,124
16,139
6,98
7,89
5,87
18,136
9,113
6,88
14,128
11,108
14,151
15,121
14,143
13,116
16,129
16,128
11,116
2,43
2,41
16,130
5,85
14,120
12,119
15,136
16,126
13,137
7,91
0,3
14,140
11,111
6,90
7,92
14,125
8,101
11,139
8,112
2,41
10,118
13,128
17,143
16,130
1,23
13,124
15,132
6,104
15,132
16,129
12,128
14,134
14,127
18,126
7,102
2,40
11,130
4,67
11,108
3,51
16,123
9,125
4,70
14,113
14,137
10,103
17,123
14,119
0,1
18,130
16,130
17,119
13,140
1,20
6,88
13,110
0,3
7,89
17,127
6,88
3,52
13,146
15,144
13,123
4,65
9,112
14,133
1,21
18,126
18,125
11,111
11,128
11,133
3,55
14,130
18,118
4,73
8,110
16,114
8,99
0,3
16,124
16,127
4,67
8,89
12,134
0,1
9,106
15,116
18,127
2,35
13,118
10,113
15,128
14,135
12,108
8,102
4,55
16,139
12,132
15,137
11,130
13,137
16,130
13,119
12,131
12,110
14,137
10,99
17,130
13,128
10,115
13,128
15,128
16,118
5,93
16,121
13,126
14,120
3,51
12,133
12,114
5,75
1,21
15,138
5,77
2,39
6,92
0,1
11,129
4,64
17,134
9,103
15,123
13,141
1,21
10,105
14,123
15,126
15,120
17,121
17,126
11,118
10,109
19,113
8,101
2,40
8,106
16,131
0,3
14,124
13,133
12,118
9,98
15,132
11,128
17,120
12,131
0,3
13,122
11,107
12,132
18,138
11,115
7,109
6,92
16,148
16,124
18,123
14,127
14,121
4,71
16,138
10,132
13,136
12,128
15,134
4,65
15,141
17,113
8,111
19,106
15,137
13,119
9,112
4,65
15,125
13,128
15,126
11,114
16,129
12,118
11,113
18,129
4,66
16,129
16,118
16,127
11,119
2,41
2,39
8,109
12,122
11,134
12,129
3,52
17,137
2,40
1,23
5,80
12,131
10,125
1,21
2,39
12,130
10,116
1,21
16,122
14,143
14,132
15,132
8,101
4,68
13,116
18,118
13,123
10,102
14,128
11,127
16,134
16,129
20,119
6,85
14,128
12,120
12,124
14,148
9,109
12,126
2,43
0,3
2,41
14,123
4,67
1,21
16,145
16,139
11,120
12,128
7,113
14,123
15,117
17,113
16,120
5,78
6,86
10,126
12,133
15,135
1,23
13,125
11,137
6,83
6,85
7,97
17,136
10,117
0,3
3,48
0,1
1,21
17,109
5,73
12,127
16,141
16,146
12,142
11,105
13,109
13,114
11,119
17,120
18,129
8,91
8,106
5,83
11,107
0,3
16,133
5,75
13,128
3,51
6,73
15,129
10,117
18,130
0,1
2,41
1,23
11,134
5,79
13,115
13,135
17,119
3,48
1,22
8,110
7,98
15,143
2,34
2,42
8,114
7,97
10,118
17,113
7,96
11,138
16,120
11,120
9,110
11,113
17,135
17,130
14,121
18,114
9,123
5,76
11,135
14,126
12,120
15,140
15,116
17,138
9,109
13,119
16,139
16,140
13,126
16,129
17,116
17,133
12,132
18,140
11,131
8,106
20,138
8,102
13,110
19,131
17,109
12,124
6,82
12,119
1,23
17,133
12,122
9,113
18,137
6,87
1,21
15,115
17,129
17,131
9,103
4,71
8,87
8,111
4,67
17,137
16,121
8,124
14,114
7,103
10,112
14,135
7,92
11,132
0,1
17,106
2,43
14,135
12,143
16,122
8,110
13,127
2,42
15,138
14,135
16,143
14,115
11,134
17,134
7,107
20,142
16,139
1,23
16,120
1,22
18,140
18,143
14,137
7,101
15,132
19,136
14,124
15,137
15,124
15,129
13,110
19,138
2,34
17,142
1,20
4,72
4,49
9,107
17,123
8,107
11,116
13,123
16,115
3,53
3,59
12,121
18,133
13,134
17,126
16,121
0,3
3,46
20,130
17,133
14,131
11,122
13,121
10,114
13,128
6,94
10,124
17,138
10,101
10,115
0,3
6,95
5,76
14,128
11,117
17,125
16,119
14,138
7,107
14,122
14,143
8,100
17,132
15,129
17,136
10,117
3,55
10,122
12,139
3,59
5,79
11,128
7,93
11,125
10,108
1,22
14,121
10,107
10,121
14,118
9,116
16,130
0,3
11,111
7,85
17,138
2,37
16,121
5,72
6,84
5,73
17,144
3,53
9,103
13,123
8,92
2,43
10,131
12,132
3,55
8,97
17,136
4,70
17,141
3,49
20,122
10,121
15,134
21,110
2,43
13,125
7,83
2,35
5,94
11,117
8,110
9,122
5,85
1,20
0,3
4,74
13,128
9,121
12,127
10,121
11,123
7,101
3,49
7,101
13,137
9,107
11,133
0,1
13,117
11,114
12,134
16,127
14,126
13,126
12,111
13,133
1,23
11,112
7,109
13,128
15,122
3,55
10,102
10,109
5,65
15,130
14,110
16,127
9,98
15,121
6,83
13,137
16,117
15,134
3,55
8,117
16,123
11,141
16,138
18,127
7,102
17,135
12,121
17,152
0,3
9,122
11,113
6,89
0,1
7,102
0,3
1,20
14,127
15,142
18,120
12,106
17,125
15,136
14,138
6,85
12,144
15,121
18,117
15,119
14,108
11,134
4,61
16,130
9,125
2,37
16,125
18,124
14,141
16,130
14,116
15,131
13,133
16,154
0,3
17,141
11,131
14,121
8,116
14,137
7,101
16,121
4,68
2,40
7,90
2,43
12,119
5,76
13,126
15,122
1,23
16,136
16,139
0,1
12,115
4,68
17,133
11,112
3,55
3,51
11,118
16,135
17,125
10,120
11,123
9,108
17,111
17,135
10,131
3,53
9,116
6,88
7,102
2,36
12,129
14,144
6,77
15,124
12,121
14,127
7,97
4,65
19,123
13,140
14,133
6,87
17,133
17,110
18,102
9,116
16,123
6,97
7,97
14,137
13,135
14,118
14,142
13,135
2,41
16,136
9,119
16,120
15,125
11,124
17,146
11,116
16,138
2,43
11,131
16,136
14,132
11,115
0,3
18,115
1,23
16,137
12,133
3,53
13,130
12,127
4,67
9,105
5,73
13,123
15,130
9,90
9,96
14,130
11,102
2,41
15,118
13,126
1,23
17,118
13,133
12,109
11,106
11,120
18,117
13,148
13,138
12,130
12,134
15,119
17,126
2,43
15,120
14,123
