hw(rs1),HW
2,78
17,209
2,40
21,216
7,143
7,149
29,165
21,223
24,160
22,170
8,180
11,172
15,209
25,209
25,220
18,216
0,12
14,179
22,201
3,77
22,213
22,186
7,157
26,195
18,193
17,167
25,192
9,184
22,211
3,122
22,199
27,228
1,37
7,155
8,146
9,86
4,141
8,147
18,164
12,198
2,48
7,155
7,149
11,187
12,153
14,112
13,195
3,88
12,148
27,238
0,16
15,200
15,206
6,152
24,169
22,185
8,181
11,185
14,132
23,211
5,146
13,109
9,175
8,141
20,179
3,109
0,18
10,169
20,196
21,164
4,79
24,197
3,110
0,18
16,108
22,220
19,165
0,14
6,152
7,149
1,59
11,120
23,209
5,106
18,204
26,214
26,136
21,216
26,197
23,240
19,216
10,148
16,185
24,188
2,86
20,122
15,183
18,180
14,187
15,195
26,225
19,151
17,190
7,84
20,206
11,187
22,113
19,165
8,155
6,167
16,167
2,69
4,145
1,37
19,118
0,18
21,201
16,190
24,223
16,204
17,140
0,20
22,201
3,72
16,184
23,178
12,197
3,100
15,154
24,129
17,187
20,214
21,217
23,167
23,196
1,37
22,181
12,210
16,166
1,48
25,197
22,208
24,182
13,146
17,160
9,146
21,196
16,114
11,151
9,156
21,201
25,152
11,161
7,146
18,196
12,183
15,164
1,59
3,94
8,160
4,107
17,178
25,211
19,193
22,115
24,229
23,179
10,172
25,217
16,159
4,78
7,164
24,160
24,177
12,177
4,119
15,174
12,192
12,176
12,185
21,127
21,164
19,181
0,18
9,163
11,182
8,194
16,147
23,221
21,184
2,92
17,106
12,190
24,177
25,210
6,169
20,214
25,228
12,142
12,203
15,98
9,181
8,175
20,195
1,44
16,144
2,87
8,90
21,217
17,152
7,136
12,180
23,166
12,181
22,173
21,207
9,159
22,198
13,173
12,173
5,130
12,189
21,192
25,185
15,194
5,95
17,131
1,32
22,162
13,175
22,202
26,227
26,191
25,233
5,156
21,151
26,194
4,110
11,162
21,176
2,80
23,187
8,93
10,183
20,218
15,165
21,213
18,204
23,201
9,164
13,192
21,196
26,188
26,219
5,139
15,188
1,48
22,210
2,74
15,178
13,175
0,18
10,94
3,108
21,170
21,173
13,173
1,33
14,170
7,141
12,189
25,211
14,154
0,16
26,232
1,55
15,105
7,154
23,222
22,216
4,86
14,183
23,186
8,183
24,221
13,200
18,195
11,152
0,16
18,160
22,218
11,195
18,166
24,220
11,175
17,200
17,175
24,207
6,133
7,128
15,111
4,62
4,88
17,212
12,154
21,216
28,185
2,76
1,66
5,67
9,140
24,207
13,194
13,206
21,189
16,161
8,147
3,99
5,93
21,191
12,165
23,221
22,195
21,205
18,205
22,184
25,226
22,162
2,52
8,149
16,218
24,180
9,191
3,107
1,55
6,137
15,176
21,221
24,199
0,16
13,167
8,173
1,55
6,102
20,148
17,223
25,230
22,199
21,233
23,175
23,220
23,200
28,230
9,161
15,189
24,192
9,167
22,166
22,195
13,169
8,84
2,70
19,191
8,168
20,213
12,191
22,186
13,174
10,93
4,56
4,60
10,185
9,188
19,165
19,197
12,178
19,228
18,102
17,187
27,241
26,196
27,193
22,185
21,201
22,154
27,223
22,171
10,169
6,108
12,186
20,204
13,167
8,156
1,48
16,111
13,196
4,111
11,166
6,103
24,206
23,145
27,238
14,173
2,72
16,178
25,219
12,149
10,150
18,191
24,167
12,184
12,186
18,173
5,121
10,183
25,129
21,199
21,198
0,18
6,148
24,201
22,197
2,64
19,215
22,174
0,16
3,114
2,68
12,184
6,131
15,178
6,142
16,180
1,48
21,167
7,159
13,187
24,117
10,187
19,118
10,181
21,201
25,184
8,182
12,192
25,181
14,206
23,183
1,59
22,203
19,164
18,160
20,191
25,229
25,230
3,131
16,182
17,183
15,149
9,178
12,166
9,144
5,132
23,204
24,225
19,144
7,117
24,201
2,77
10,133
11,135
5,147
20,205
16,175
23,185
22,194
10,166
7,145
22,192
6,116
10,187
24,222
16,179
24,171
19,197
20,169
2,86
26,232
1,37
11,142
21,153
1,32
15,152
4,113
24,212
10,189
17,161
8,86
13,165
1,35
9,152
11,182
15,108
25,185
6,167
5,127
19,110
23,219
24,226
24,198
14,205
8,165
12,158
24,153
11,85
22,193
21,158
22,202
23,184
3,92
25,196
12,188
11,175
19,203
9,150
2,75
21,175
12,195
8,181
24,203
13,199
7,114
24,163
22,189
23,212
6,137
13,178
1,36
11,202
25,208
26,214
25,202
1,48
14,159
22,204
2,58
9,139
5,122
0,18
18,206
26,163
20,217
21,182
21,203
12,169
23,212
7,174
13,99
9,134
0,14
3,47
21,196
17,212
14,139
6,172
24,187
21,196
22,209
25,180
20,184
16,204
7,146
18,160
21,165
20,175
14,191
1,58
24,198
20,188
26,206
25,172
15,163
15,174
4,128
16,193
3,122
5,101
8,160
24,133
23,120
19,214
0,14
24,215
24,163
21,206
21,153
8,142
3,69
9,133
24,224
24,216
8,123
1,48
11,147
23,214
11,175
23,157
15,182
21,165
21,205
0,14
6,107
6,116
24,233
13,200
16,195
14,181
23,200
27,227
9,184
1,59
11,175
24,221
15,183
22,222
16,156
11,133
24,201
20,149
0,16
6,146
10,177
18,158
24,188
22,211
7,84
13,169
13,201
20,145
12,99
26,227
2,69
20,177
0,14
18,119
18,115
7,148
10,188
1,48
5,122
8,163
13,105
7,132
15,151
10,119
18,215
24,222
25,224
4,130
9,83
26,225
11,183
3,109
14,193
3,50
24,193
17,192
5,101
18,184
18,171
19,159
22,205
22,189
18,167
26,235
6,118
18,118
13,192
18,167
0,18
14,197
21,192
21,212
1,48
0,18
11,194
20,182
27,219
18,194
7,79
3,115
22,230
2,71
11,182
20,213
2,54
24,183
20,199
6,71
24,156
21,193
5,100
10,165
21,203
19,111
8,144
14,190
22,163
25,208
2,51
9,186
19,170
7,165
4,77
6,146
20,215
8,156
16,194
27,242
23,190
16,173
18,174
25,211
16,165
14,179
20,187
13,207
25,127
0,16
18,212
14,144
24,198
13,194
22,179
9,91
25,201
3,117
10,169
23,128
23,209
17,204
2,80
24,224
15,194
17,190
5,162
16,163
24,121
10,187
5,100
24,199
9,184
7,151
4,125
21,209
16,158
27,223
0,14
24,202
21,216
0,16
0,12
1,70
8,83
1,48
5,124
21,179
23,200
20,211
2,92
28,232
3,99
18,190
7,127
20,164
2,60
12,156
1,59
18,163
23,191
6,127
7,174
13,163
4,88
18,210
15,181
6,125
24,165
26,179
1,55
13,181
0,16
18,158
17,228
0,18
22,201
16,203
3,47
23,210
23,201
0,18
12,168
4,92
21,223
24,205
5,109
20,207
6,155
20,221
6,149
25,177
7,161
24,171
22,192
19,126
19,185
19,182
9,185
14,175
9,179
17,201
24,183
14,176
22,214
20,190
20,209
5,137
22,202
18,222
15,185
12,155
23,200
5,154
29,244
23,175
0,20
6,166
24,225
20,189
6,152
24,226
8,160
23,201
0,18
17,189
21,212
9,187
6,146
17,116
2,56
20,165
6,112
21,167
1,66
17,190
21,158
5,82
22,212
11,138
25,180
22,121
16,198
2,38
21,216
12,162
1,26
15,179
22,169
24,171
25,214
25,204
19,112
23,209
8,156
1,48
15,175
19,119
1,44
10,132
2,36
0,16
3,116
1,37
9,150
5,116
24,176
21,157
5,145
2,91
20,179
6,139
2,86
24,175
0,16
19,188
3,116
0,16
10,153
17,165
2,100
27,145
9,191
24,160
19,111
2,54
23,210
23,160
21,201
1,48
21,182
21,202
24,223
19,181
2,58
22,194
6,126
22,215
9,115
15,195
5,136
20,190
17,197
15,205
6,149
23,209
7,138
20,195
21,223
1,43
24,126
4,130
20,218
9,140
18,184
24,226
24,208
19,152
25,216
12,204
13,174
7,148
15,193
23,185
22,198
9,167
16,208
11,171
14,134
25,224
12,146
21,126
25,177
25,218
13,183
26,183
19,192
3,68
4,119
15,158
27,245
13,162
22,155
17,177
13,95
18,197
24,219
19,191
14,191
0,20
13,196
22,182
25,215
8,90
17,200
16,110
23,208
23,171
0,16
23,177
21,179
3,79
0,18
10,153
9,125
3,118
20,186
13,100
4,108
3,72
1,37
8,85
17,201
25,194
24,194
21,187
25,192
23,178
16,195
2,87
7,113
0,16
9,180
5,117
21,116
8,143
24,123
15,180
18,184
19,179
0,18
22,181
8,144
15,163
23,224
24,122
13,136
25,130
21,207
19,176
1,37
25,213
2,54
24,187
14,195
25,180
27,254
24,225
18,181
26,230
7,155
14,204
24,221
10,92
17,178
24,211
2,53
2,94
4,100
5,130
23,174
19,196
21,114
8,153
19,215
1,37
5,105
7,172
27,232
23,194
13,176
7,161
13,167
6,79
21,163
25,219
23,130
21,159
4,118
22,208
0,14
4,123
21,165
19,199
23,228
21,209
11,193
8,135
25,218
0,12
23,193
22,117
19,188
25,224
25,225
19,185
5,131
22,213
27,231
22,124
24,221
26,203
20,178
25,200
3,94
14,181
23,210
8,136
0,14
2,40
27,227
25,214
24,207
21,193
24,192
11,132
13,136
3,93
13,136
18,111
23,209
3,96
5,150
13,185
9,163
21,185
22,120
26,239
21,215
23,203
2,66
4,109
25,187
6,137
2,52
20,193
13,104
7,136
4,112
24,226
16,177
7,139
28,213
9,136
22,191
25,200
22,155
8,153
23,214
22,190
9,194
6,100
1,37
6,111
0,14
26,230
0,18
2,78
21,157
18,168
3,71
8,169
10,92
13,162
0,14
25,233
1,62
22,183
10,121
18,222
21,149
24,202
25,196
17,140
18,196
5,117
5,129
21,198
25,212
1,26
0,16
15,166
16,176
0,16
4,91
24,213
22,165
17,174
22,184
24,204
17,199
4,128
11,163
17,151
17,172
27,242
23,207
21,159
27,214
15,184
8,137
2,76
14,162
11,175
19,110
28,214
22,186
20,223
16,190
22,179
17,171
3,50
2,57
1,37
17,110
25,182
15,157
19,173
19,177
21,188
26,226
20,197
0,16
12,150
1,59
9,152
19,152
25,216
7,144
8,182
16,169
22,137
23,214
21,182
25,208
20,199
27,241
23,202
18,161
16,174
20,200
21,224
22,209
13,125
15,174
5,108
6,154
21,203
4,151
11,191
8,157
10,94
22,189
2,111
18,198
3,100
14,152
15,211
7,115
4,87
9,167
18,122
17,203
17,209
17,136
25,229
22,144
4,106
21,192
1,33
9,143
23,188
4,133
24,175
13,162
3,106
19,199
20,175
22,204
10,192
24,219
15,201
13,180
8,120
22,181
24,226
22,197
5,150
9,187
27,134
1,36
15,171
19,144
20,204
10,175
5,95
18,106
8,86
20,202
25,197
11,191
5,140
26,195
5,124
6,104
22,159
22,166
5,127
21,203
22,197
16,197
23,221
12,181
25,203
27,224
22,200
7,172
21,193
24,175
21,178
14,196
14,171
3,106
10,164
8,140
20,110
22,188
12,178
23,228
1,48
22,167
7,132
23,199
23,189
3,96
18,157
22,183
3,84
24,195
16,207
25,181
15,195
4,105
0,18
23,215
21,219
4,92
25,207
3,90
18,149
18,194
23,169
19,224
1,48
13,202
6,140
2,52
22,199
17,137
11,137
23,222
8,107
1,44
4,132
26,239
26,187
24,216
10,171
14,204
24,196
22,158
15,161
25,200
24,189
12,174
23,221
7,158
25,214
22,198
26,206
23,196
28,201
2,81
12,201
25,165
1,48
13,155
10,189
8,90
20,156
16,169
15,175
22,157
17,192
23,224
23,175
24,119
4,54
27,204
19,196
13,162
22,197
2,63
23,219
25,232
0,16
23,180
21,212
3,105
3,73
25,210
24,192
10,158
16,185
3,110
20,196
16,200
19,203
15,200
20,185
10,168
14,194
6,151
26,195
18,200
7,130
7,122
20,167
15,161
7,174
10,151
24,213
9,89
16,201
24,219
20,206
23,204
22,207
19,145
20,184
11,137
18,180
18,124
18,195
17,196
3,111
4,136
13,178
14,186
1,32
11,174
23,227
13,209
11,174
1,44
5,131
0,18
19,168
7,138
2,79
14,205
22,189
12,142
14,210
3,45
19,213
20,159
23,199
3,89
12,139
22,210
8,125
5,147
24,226
7,126
22,203
19,195
15,157
4,107
21,167
20,179
5,133
18,153
16,209
16,159
8,105
23,196
5,64
8,137
23,203
25,162
14,184
22,192
17,190
8,159
20,205
20,202
23,193
8,159
0,18
9,156
23,214
23,199
24,167
24,223
27,223
25,213
20,217
17,174
18,189
24,187
14,189
10,169
22,214
5,134
0,18
23,217
24,232
1,59
22,180
10,188
12,112
12,201
19,192
23,180
2,35
0,14
13,194
21,184
18,203
14,152
19,176
11,179
21,212
21,183
25,210
20,118
0,14
21,181
23,210
10,184
18,214
6,111
16,179
20,192
20,191
9,150
7,133
5,93
22,208
20,199
11,172
20,119
0,14
5,141
22,205
19,191
22,227
3,115
21,205
5,81
20,117
17,171
6,100
13,159
10,176
23,177
2,65
17,143
23,228
17,185
24,195
24,209
19,213
22,166
21,152
19,215
19,190
17,169
1,36
8,162
23,204
21,194
19,169
10,176
20,170
10,173
18,158
23,168
1,47
23,202
22,169
2,106
10,189
19,205
1,33
8,189
14,205
3,94
0,16
1,37
5,148
22,205
4,90
22,175
15,206
4,128
23,194
7,132
25,196
15,168
27,229
20,121
0,16
22,173
5,150
21,197
24,207
18,179
7,158
24,119
22,181
2,70
14,193
8,91
8,162
21,200
2,78
19,152
20,191
18,203
8,153
19,201
11,148
24,200
13,164
25,194
24,219
15,155
25,126
15,175
16,191
21,172
10,127
25,210
18,200
22,220
6,102
5,145
15,189
25,115
8,173
1,48
14,198
24,223
24,172
0,16
12,164
11,187
22,191
2,67
24,186
2,69
23,197
0,16
16,201
12,175
2,82
12,157
19,157
1,59
13,177
19,220
1,44
16,176
19,158
0,16
22,175
26,193
9,159
0,16
21,192
26,222
22,171
26,219
18,213
11,190
21,205
12,98
21,224
3,97
24,207
0,20
19,136
19,192
20,208
15,184
10,193
7,84
4,140
20,194
5,135
23,214
6,68
13,161
4,135
28,215
7,159
4,140
3,91
18,109
9,136
0,16
17,216
15,202
22,215
6,152
25,197
21,117
18,166
2,37
24,229
0,14
6,140
24,174
23,191
20,201
7,133
22,206
7,73
24,192
12,196
18,188
24,169
0,16
25,186
26,227
22,201
6,81
13,211
14,180
6,169
5,89
2,39
1,70
10,161
9,147
13,184
7,143
9,191
7,147
9,185
19,207
14,112
22,199
23,193
24,190
5,134
24,235
21,168
19,198
17,209
21,199
10,184
23,130
6,124
19,225
22,196
4,128
2,72
11,177
5,143
23,121
10,171
14,168
21,174
14,201
15,164
8,149
7,162
21,172
12,194
13,141
7,141
7,116
13,182
6,162
5,62
22,224
11,158
5,136
21,155
18,189
24,171
7,167
4,108
18,192
26,228
22,174
6,143
17,176
25,233
7,136
22,160
27,222
15,153
22,175
23,223
17,215
22,198
21,196
24,219
4,143
0,16
11,122
5,129
19,183
15,194
11,198
25,179
5,127
19,168
18,208
7,130
11,141
17,173
1,37
23,196
5,155
17,185
17,202
20,207
21,193
24,224
16,203
17,157
1,44
23,167
9,121
13,207
16,187
23,207
7,146
11,161
22,116
12,203
9,161
17,174
20,198
20,120
22,128
27,133
13,159
14,201
1,59
14,181
5,60
0,14
23,180
21,168
22,203
24,214
25,230
9,141
2,37
19,206
26,210
8,85
9,170
0,16
0,12
18,175
6,137
20,194
12,146
6,116
19,201
7,156
22,215
17,106
21,220
26,224
16,167
22,119
7,110
10,192
26,231
5,130
16,171
18,195
23,203
26,176
7,154
25,181
5,134
7,127
10,159
14,159
24,221
24,219
9,90
13,165
1,48
12,148
17,170
9,159
19,203
0,14
8,137
5,132
3,93
6,112
14,168
11,177
17,183
19,171
12,171
21,194
6,151
18,190
16,196
15,191
7,151
16,163
6,144
24,187
16,160
7,111
11,145
5,72
13,187
16,177
21,122
17,196
24,201
22,200
23,163
13,206
4,145
23,175
13,102
23,195
19,190
9,172
13,162
1,37
5,151
24,191
23,201
19,170
22,218
13,187
4,98
20,193
9,150
2,69
3,88
19,126
21,201
22,199
23,204
24,208
11,196
6,145
9,175
20,145
8,176
3,113
26,236
20,211
24,120
20,198
12,144
25,198
6,123
23,191
25,207
25,203
28,244
17,165
22,217
22,191
6,122
15,161
25,230
20,197
10,187
17,160
25,172
5,103
8,139
7,183
15,203
0,20
12,194
12,149
18,174
0,16
8,149
1,55
22,208
2,91
21,166
21,192
25,176
24,163
1,48
21,147
5,124
26,237
18,147
1,48
24,210
15,200
24,119
20,201
6,68
23,204
6,137
28,240
10,173
24,160
2,68
16,111
21,172
4,138
18,163
10,168
10,100
6,122
21,178
11,139
15,195
20,184
23,201
22,210
25,122
2,34
8,166
11,186
23,224
3,78
17,212
12,193
13,193
23,183
19,205
14,145
9,183
9,167
23,183
23,215
18,198
19,208
19,178
8,169
23,221
10,161
19,195
21,210
23,178
4,102
19,188
27,174
16,121
25,176
18,171
9,142
14,180
23,190
22,178
3,104
26,222
13,143
25,226
1,32
14,201
4,134
6,73
17,191
25,221
3,121
27,204
25,215
1,70
15,197
0,16
24,223
9,166
22,163
23,178
23,174
24,202
18,183
6,128
11,170
22,198
16,192
15,163
8,165
15,191
6,118
13,183
25,204
23,212
9,93
11,167
20,207
6,164
20,207
20,205
25,215
16,191
8,130
19,190
5,129
11,179
21,210
24,221
19,211
19,208
15,198
11,157
4,74
16,191
1,36
17,208
7,126
20,212
13,184
21,217
7,132
14,199
26,226
16,150
7,172
8,124
19,214
23,193
25,211
24,181
5,118
23,221
21,210
9,156
26,205
18,208
20,175
2,50
4,114
21,175
2,88
0,14
9,164
17,169
22,195
24,225
6,99
20,190
3,101
0,18
0,16
0,18
2,87
24,206
20,196
24,224
21,201
10,164
26,217
20,207
18,183
3,66
2,38
10,164
19,191
20,181
22,214
19,190
19,155
6,140
26,228
7,145
0,14
24,140
18,181
20,194
27,215
5,147
11,168
2,75
10,184
9,171
14,172
11,184
23,179
24,193
2,64
25,225
23,175
27,244
18,209
10,82
25,118
0,18
10,184
25,130
25,216
21,206
23,208
17,114
11,163
3,95
23,193
11,177
26,214
24,219
17,197
4,62
22,211
24,134
11,190
11,151
1,25
21,147
12,182
4,60
2,90
24,210
5,136
4,124
17,188
6,167
16,174
20,184
14,204
22,212
26,171
11,178
7,136
20,209
10,144
3,100
17,194
12,212
3,89
3,89
21,112
10,184
18,145
26,217
9,170
7,164
1,26
18,192
13,184
3,76
14,201
22,216
11,136
23,157
17,179
9,152
21,190
12,141
23,183
23,222
5,67
20,166
3,74
14,203
8,161
10,175
25,217
12,179
21,195
19,184
12,203
0,12
6,153
21,97
13,182
1,48
26,243
11,177
4,92
22,220
8,176
21,214
4,103
23,207
20,185
13,155
28,211
14,162
4,138
19,217
26,221
5,147
18,164
24,205
9,174
4,109
14,155
16,191
16,146
11,91
12,147
14,186
11,167
18,210
3,111
7,126
0,16
18,206
24,174
7,169
21,159
1,59
1,47
22,179
13,182
2,67
23,208
2,76
22,191
17,205
11,184
24,202
17,163
4,100
21,195
22,206
6,148
4,125
1,36
25,130
13,166
17,171
13,186
22,218
1,55
23,182
14,197
23,192
21,217
20,152
18,198
12,95
1,48
1,70
14,200
17,185
5,150
22,170
26,187
10,170
17,155
12,150
19,196
21,200
23,185
7,124
6,164
25,192
16,191
23,144
22,169
2,76
24,219
10,165
11,188
11,145
6,117
5,167
7,123
26,180
22,167
9,169
1,70
7,148
4,129
0,16
23,177
8,189
27,209
24,225
0,16
3,86
16,199
10,190
3,94
21,127
18,179
25,124
21,164
12,172
14,189
20,200
12,169
24,199
19,184
13,157
0,14
21,165
5,146
19,205
0,16
11,168
5,122
13,164
5,132
14,141
12,143
4,113
16,149
5,97
24,213
21,214
7,128
22,209
21,202
3,110
10,115
12,178
19,199
24,219
12,156
18,201
24,224
17,189
22,208
17,213
7,168
10,105
19,193
7,147
21,164
16,167
6,121
14,164
8,165
21,211
16,169
21,195
19,146
20,109
7,129
23,198
25,230
2,55
2,105
21,172
17,158
15,180
19,161
4,59
20,179
13,149
10,193
9,177
24,202
21,202
23,183
13,158
15,184
11,104
17,203
16,180
2,102
24,195
26,213
10,180
6,133
17,193
23,190
5,141
17,111
21,206
6,144
23,210
20,199
13,182
6,118
21,157
26,234
2,80
19,198
14,194
24,190
12,196
25,231
6,168
24,151
18,201
12,188
14,194
18,191
11,143
26,196
3,57
10,148
1,59
3,72
4,63
25,181
25,205
21,210
25,206
20,149
13,195
22,190
21,205
26,221
0,18
0,12
26,220
7,184
2,95
3,109
12,190
5,100
4,82
2,38
26,221
28,143
14,183
23,124
20,210
6,138
23,159
10,156
24,186
14,161
23,206
9,171
1,59
2,69
21,220
10,169
26,225
25,209
25,224
17,194
15,163
17,168
18,162
7,121
22,187
24,180
8,152
3,130
19,164
13,190
20,127
9,112
25,180
17,195
26,235
27,242
1,59
11,197
21,228
7,152
17,198
5,106
12,194
6,140
6,158
12,169
18,192
22,212
19,192
21,142
21,159
24,211
15,206
13,159
18,151
23,191
26,221
22,205
11,174
13,159
21,209
22,160
1,48
7,109
5,96
8,173
16,183
24,220
24,223
24,178
23,221
14,161
22,122
21,157
10,177
24,206
4,128
21,190
5,124
21,204
6,110
12,165
9,166
1,48
8,117
23,168
16,190
6,115
25,203
26,228
6,139
21,205
14,192
26,198
2,82
18,198
3,44
24,212
19,202
17,163
21,201
0,18
0,16
9,175
18,108
14,190
13,107
12,158
25,213
15,187
20,159
2,52
21,197
1,59
18,115
9,189
1,48
18,146
14,203
26,219
11,175
15,209
12,182
25,201
9,152
8,156
9,166
10,131
9,186
26,227
23,192
0,16
19,195
10,198
23,218
24,187
5,152
6,121
24,227
17,212
12,143
2,89
21,145
18,159
24,178
24,183
6,134
8,133
11,187
24,215
25,195
23,204
22,177
22,193
3,70
25,231
22,113
23,130
27,207
11,195
10,192
2,91
6,129
24,159
24,194
13,180
17,142
17,203
9,177
17,200
20,149
9,107
25,231
18,160
10,171
22,183
20,213
1,48
14,187
21,191
14,148
16,184
19,207
5,65
5,155
1,47
11,177
25,230
21,191
26,134
18,201
24,191
24,234
22,227
23,185
10,153
19,186
20,183
24,125
20,147
21,217
20,182
18,191
20,171
6,97
23,202
17,200
25,220
10,200
10,172
0,12
20,214
27,232
11,182
18,155
2,58
15,196
2,74
12,196
10,181
19,221
19,163
9,191
6,143
10,178
25,200
7,84
22,112
18,176
1,37
2,100
15,180
15,197
24,163
17,221
24,214
22,195
13,191
5,121
18,204
20,183
2,55
13,194
19,154
11,154
5,162
22,210
15,213
4,114
23,186
27,234
4,114
7,163
17,217
0,18
10,158
18,188
22,210
24,209
1,48
8,180
24,207
19,169
3,87
17,161
24,173
10,166
27,220
7,188
7,127
25,176
3,50
21,173
21,175
14,193
23,213
11,159
12,169
4,119
11,177
10,97
4,144
19,214
24,237
18,114
22,172
0,14
24,229
0,16
24,158
23,156
23,199
16,204
19,209
21,166
8,160
20,183
5,99
15,154
17,197
23,218
9,165
8,171
14,190
14,171
6,150
21,210
15,198
24,215
19,179
19,206
5,90
18,180
22,206
11,95
14,198
5,148
21,117
10,136
20,179
22,204
12,166
18,205
4,88
15,108
7,153
4,142
0,16
10,170
6,137
22,173
21,214
27,240
6,111
23,146
7,129
22,176
19,206
24,216
28,215
24,227
13,199
21,116
14,183
23,190
20,204
25,195
10,175
1,48
2,81
11,198
10,150
11,159
25,226
11,174
3,79
23,211
18,194
13,183
24,212
23,197
4,118
22,123
9,85
0,12
23,218
8,155
13,158
23,163
4,130
20,207
14,185
19,231
16,203
19,189
20,205
20,147
9,156
17,195
10,158
15,142
23,192
9,142
22,194
17,185
21,206
23,155
16,185
19,120
9,169
0,16
22,176
11,97
24,174
2,95
24,162
14,190
22,186
8,141
4,82
12,197
15,150
17,225
22,207
1,43
0,14
22,149
22,191
14,194
21,215
13,175
19,188
3,101
5,106
27,244
14,174
21,177
0,20
11,137
20,212
17,181
5,139
22,221
25,215
22,205
2,38
2,88
10,148
16,148
22,189
26,210
5,85
4,61
20,171
9,179
2,90
22,229
25,227
21,173
20,194
17,177
12,104
2,84
19,159
0,14
13,155
6,162
11,185
11,190
23,195
11,184
5,132
16,144
6,117
11,123
24,191
20,158
24,175
10,175
25,215
3,98
22,177
27,208
12,92
23,214
22,209
15,217
17,179
13,193
25,191
28,196
24,174
23,221
29,225
24,198
24,171
19,215
21,208
23,191
19,213
19,204
21,206
5,152
25,206
0,16
12,198
16,194
10,187
6,120
22,208
20,191
18,161
23,200
22,163
1,59
9,165
5,117
20,147
8,170
15,187
11,141
6,110
21,228
21,220
18,117
21,170
3,121
22,113
27,228
12,149
25,224
3,93
28,249
14,189
10,149
5,105
2,57
2,59
24,124
22,214
25,226
10,160
21,172
1,48
12,191
0,12
23,211
3,107
18,172
14,155
8,82
4,58
19,114
3,119
20,173
9,118
25,222
20,113
17,207
24,228
1,48
11,177
20,179
21,183
7,121
13,172
20,180
21,148
19,195
15,161
13,144
10,174
9,177
9,157
15,198
4,127
20,213
3,77
18,172
25,178
7,116
23,176
15,199
25,214
8,156
21,105
15,189
18,146
23,186
6,139
12,147
25,185
6,151
25,196
13,92
21,223
12,168
11,190
20,173
14,166
21,184
14,172
22,192
24,214
1,37
21,162
0,14
0,20
11,135
24,196
22,230
0,14
11,166
27,220
3,107
9,158
3,100
23,204
23,195
6,152
23,197
21,202
5,104
6,135
11,178
19,197
15,174
18,163
14,158
23,148
2,75
0,18
7,151
20,170
10,159
23,195
15,188
15,193
22,173
0,16
16,203
26,227
14,185
4,93
12,208
14,206
21,163
11,147
26,203
4,122
22,198
3,89
11,159
20,189
21,168
1,48
24,126
24,222
10,191
17,166
16,186
13,198
18,138
2,62
6,132
25,234
6,148
19,211
5,129
29,247
25,238
3,133
10,150
19,205
0,18
23,181
24,216
21,169
17,199
16,146
27,236
23,141
26,217
19,159
16,156
12,156
5,88
17,215
24,207
21,181
23,218
14,206
15,167
18,221
13,157
7,138
12,191
0,20
17,197
13,202
6,111
27,230
15,193
22,200
21,191
24,231
5,110
9,173
22,212
24,178
20,205
25,198
2,74
20,197
4,92
1,48
0,14
19,184
19,112
22,190
24,187
22,192
17,183
20,192
24,184
19,208
27,253
18,205
22,192
0,16
26,191
28,253
8,180
18,210
9,143
0,14
2,75
22,155
12,161
0,14
7,146
11,179
22,224
11,143
13,191
7,179
11,161
24,206
6,112
9,128
10,178
25,208
6,110
14,139
12,163
18,155
21,203
23,160
9,156
9,162
0,16
5,147
22,205
11,159
11,142
21,202
9,171
15,183
5,130
24,181
23,227
8,144
10,146
8,164
4,83
22,211
15,157
12,179
14,200
21,192
11,175
7,161
1,48
12,205
0,16
16,143
22,166
10,162
11,167
19,155
12,200
3,74
22,198
6,128
27,178
22,168
24,201
18,190
7,155
1,46
2,37
23,201
22,198
22,203
10,88
7,154
26,209
17,205
3,112
24,208
1,48
2,78
7,183
21,183
15,212
26,227
13,138
13,165
17,168
19,173
22,178
11,129
15,142
2,58
8,160
18,176
19,214
5,143
19,152
10,149
5,118
15,193
23,223
22,203
8,179
24,198
2,94
12,201
15,182
24,216
11,100
23,191
19,123
9,189
7,124
3,89
22,202
12,186
18,214
6,137
9,172
10,190
22,222
15,202
22,219
14,210
23,174
2,66
16,185
19,196
16,161
1,48
19,166
7,172
8,169
10,169
23,210
8,164
11,191
5,107
3,71
18,207
24,221
25,225
2,89
25,216
21,191
19,119
9,136
2,40
24,200
13,183
19,204
21,169
1,55
25,203
23,117
23,229
23,139
23,228
16,154
23,189
24,199
20,186
20,204
21,118
15,167
10,151
15,180
11,170
23,215
23,209
24,207
23,222
15,195
5,145
1,48
20,172
18,205
24,205
20,210
23,217
18,212
20,183
9,118
22,209
10,186
23,203
23,219
22,177
23,212
11,98
18,166
3,79
1,36
20,205
16,146
19,104
20,164
20,202
22,211
23,176
11,155
11,206
22,217
27,235
9,90
25,227
8,182
19,179
20,193
2,88
22,224
19,144
11,151
20,184
16,152
8,118
5,139
4,126
3,70
5,130
2,90
6,162
20,180
26,220
21,164
3,73
2,72
1,37
26,222
9,182
2,81
22,181
17,198
24,176
15,187
20,200
18,203
25,134
7,161
24,201
6,146
20,227
0,18
17,191
21,219
16,178
6,72
1,37
25,200
23,218
22,177
4,122
7,106
27,238
13,173
3,71
23,200
6,141
4,130
10,154
12,185
17,174
19,195
22,201
17,180
8,161
10,186
8,169
3,109
23,184
9,156
9,173
23,187
21,158
4,90
19,198
9,180
24,156
23,214
5,137
0,14
24,211
