hw(rs1),HW
23,216
23,204
23,223
21,160
2,73
6,133
24,177
17,190
6,159
4,110
4,119
24,181
1,43
5,130
20,212
23,224
16,200
25,208
7,103
23,183
16,181
22,206
22,200
21,161
14,166
16,174
21,211
7,134
10,135
24,125
21,199
3,111
14,176
2,89
10,125
21,154
22,167
1,59
23,208
18,197
18,208
19,191
22,200
14,175
10,173
6,108
6,153
24,226
9,109
7,163
22,169
14,189
6,169
9,153
14,185
22,197
18,210
16,194
11,169
21,112
3,45
26,202
23,202
9,131
6,139
3,92
17,200
11,98
13,148
25,130
19,168
15,177
17,192
22,176
22,182
15,148
6,151
17,196
20,212
28,227
21,186
18,200
10,165
24,185
17,191
25,233
19,213
15,172
13,193
6,147
23,225
4,90
22,200
6,142
21,140
7,149
15,208
26,226
20,187
5,114
5,128
22,122
17,156
24,200
24,204
3,105
10,178
25,186
3,118
18,211
8,132
24,228
28,242
18,155
2,59
20,184
20,170
2,80
1,44
3,75
17,206
4,90
8,127
7,116
5,132
25,217
21,210
5,90
20,195
20,176
20,214
20,211
21,208
24,207
21,206
25,198
17,120
4,84
21,198
3,109
7,126
13,187
22,172
27,206
18,180
24,201
23,227
8,192
18,196
24,222
2,86
7,157
17,201
5,144
7,112
10,140
9,182
2,100
18,159
17,173
25,232
20,207
21,197
3,96
19,154
6,132
12,205
14,172
18,189
24,198
0,16
14,166
5,106
4,131
5,120
25,219
22,193
24,213
0,20
24,235
23,214
25,227
11,178
23,203
20,204
6,125
10,177
20,206
15,170
25,209
5,110
18,169
23,221
5,103
2,66
16,209
27,243
21,142
15,194
0,14
18,200
0,18
20,217
10,158
21,148
22,123
21,187
24,175
10,127
14,191
20,153
24,216
13,171
12,190
27,219
14,169
5,103
6,109
23,220
23,175
8,171
18,201
17,207
4,145
21,183
11,177
4,104
23,205
3,79
12,199
26,225
12,191
21,222
22,200
22,189
25,220
6,125
16,152
18,158
25,194
24,195
15,198
7,130
22,161
26,230
11,180
17,185
17,187
21,163
4,131
4,128
7,156
27,228
22,204
21,212
7,130
9,176
27,210
5,133
23,190
13,187
8,166
23,191
26,126
25,205
11,202
17,204
24,218
4,92
19,183
24,219
5,124
26,208
19,179
11,194
20,200
14,161
4,121
7,78
13,169
22,143
4,96
15,147
26,229
22,216
26,138
21,179
5,108
2,92
3,104
24,208
18,195
27,243
21,212
0,20
15,181
17,201
16,209
1,59
21,158
23,218
1,48
25,225
1,32
20,208
23,182
19,169
5,92
6,135
18,199
25,206
8,114
2,40
20,179
13,103
12,169
10,101
20,107
17,175
12,103
13,144
22,200
14,176
9,190
3,93
24,220
5,130
19,175
22,199
22,173
11,165
16,193
18,108
3,114
13,176
1,48
15,100
17,194
12,149
17,179
14,175
16,179
9,121
2,83
16,158
6,72
14,188
4,100
26,230
14,100
3,121
22,214
12,197
6,144
23,203
6,127
10,143
21,183
24,220
3,92
23,206
24,220
19,169
4,57
25,202
21,191
21,194
16,211
25,193
28,209
19,213
22,200
22,187
22,171
21,179
22,210
26,241
5,107
23,220
7,157
22,191
14,148
20,230
14,142
25,214
14,188
2,88
0,18
25,227
19,155
23,177
22,163
23,158
3,125
6,140
11,167
24,220
19,195
25,152
12,173
24,127
21,207
21,196
10,186
15,159
27,202
25,188
20,164
23,166
23,216
22,203
12,140
22,209
16,177
25,195
14,189
21,200
8,178
23,210
24,193
23,204
17,202
3,113
3,90
13,144
2,56
11,97
27,219
23,196
11,169
24,193
15,207
25,230
19,193
12,162
11,180
4,87
23,197
21,207
12,94
3,81
19,203
24,167
3,96
13,156
20,185
11,184
20,200
8,172
25,241
18,199
0,16
22,218
10,87
4,53
24,227
5,101
24,178
24,175
0,14
24,213
22,209
24,215
16,172
2,94
17,102
11,201
11,140
11,135
9,174
12,154
16,207
18,180
22,195
8,126
23,204
15,165
12,154
20,204
5,159
2,76
12,135
0,16
19,156
23,171
2,58
17,159
8,170
8,170
21,205
24,169
18,191
3,87
4,120
21,183
20,207
9,170
6,155
26,123
3,102
2,75
12,206
11,170
19,196
23,175
19,189
25,195
7,154
25,205
13,190
5,144
21,181
26,193
23,195
9,186
2,52
12,185
5,125
25,239
15,184
22,189
12,161
21,215
2,91
10,157
0,20
19,140
0,12
18,179
15,177
29,240
12,182
12,190
15,172
12,200
15,131
19,189
20,181
4,87
6,150
24,123
22,161
8,174
21,216
2,37
9,188
10,170
23,170
5,125
20,160
11,160
25,207
21,212
11,184
12,162
28,245
21,174
2,78
7,168
9,194
7,158
9,166
24,222
10,91
7,136
22,189
2,74
21,178
4,127
5,98
21,118
6,115
1,48
0,16
25,215
2,88
24,207
11,194
8,151
24,176
15,149
25,237
8,133
20,204
25,208
5,131
16,186
19,186
10,179
23,123
10,193
24,196
21,181
22,193
6,160
22,196
20,167
19,148
24,186
10,164
15,141
8,130
16,200
20,192
9,159
7,148
20,213
14,202
18,207
22,172
12,103
4,103
0,16
19,198
14,149
27,244
24,184
7,143
25,178
21,167
17,212
26,229
15,111
8,177
8,177
22,170
5,135
16,203
20,163
21,215
12,149
16,191
22,209
15,187
18,194
3,68
9,190
3,100
23,167
21,165
12,182
4,137
12,154
23,154
22,112
11,154
14,179
17,173
2,60
12,197
13,105
6,132
19,206
7,180
18,209
10,160
24,183
18,191
5,131
23,116
12,192
6,137
0,14
18,156
14,175
3,100
19,169
28,177
15,189
24,187
22,215
1,59
24,196
22,200
24,174
21,196
15,140
10,154
16,200
9,157
10,200
1,48
10,170
22,202
17,166
4,140
18,165
20,200
26,219
24,210
0,18
24,208
2,91
8,175
3,95
21,162
25,212
5,142
21,185
14,192
13,167
13,185
24,202
24,207
3,109
7,117
0,18
10,167
1,33
21,185
8,122
24,140
10,160
10,192
25,228
6,150
21,156
14,144
21,188
23,199
14,198
5,135
14,176
18,206
5,129
0,14
2,96
24,122
26,233
14,202
22,197
6,127
23,213
21,194
23,200
25,219
20,185
4,137
2,85
7,125
22,176
7,116
24,231
2,80
26,230
25,218
14,103
24,164
9,170
15,185
16,166
12,188
19,183
14,184
4,110
21,150
4,114
24,201
23,189
9,151
4,141
23,166
12,96
21,203
7,122
12,204
22,173
22,191
19,197
21,195
1,48
17,165
23,202
6,168
6,138
21,203
23,183
4,109
9,132
0,14
3,50
1,36
20,154
19,188
15,207
11,142
15,196
6,72
28,198
4,129
6,159
23,161
23,196
13,186
23,202
3,77
8,115
10,155
18,207
21,158
22,182
23,122
20,197
19,182
18,206
21,200
10,141
14,183
10,159
8,158
8,181
19,180
8,123
14,163
6,159
25,227
24,192
8,120
25,149
17,206
15,97
8,141
18,172
8,136
23,204
1,37
2,72
7,112
23,194
17,194
14,210
4,60
17,188
3,100
16,185
18,196
9,146
23,221
18,158
22,185
11,176
0,14
8,133
23,201
23,196
23,210
22,193
20,180
10,189
10,199
21,153
1,44
22,192
5,131
17,197
7,76
11,196
24,202
26,176
16,169
6,141
7,167
16,173
4,57
22,193
14,196
10,156
0,16
21,184
0,16
19,160
2,78
15,163
23,189
1,32
20,226
19,179
3,95
24,232
5,141
13,178
17,142
17,203
25,190
9,161
19,182
3,100
8,127
16,213
6,69
19,137
14,206
18,194
9,162
20,223
25,213
24,159
16,197
14,151
19,118
2,58
6,109
14,157
15,209
8,186
25,217
2,38
23,213
27,224
4,118
19,203
16,197
5,139
5,117
8,182
14,199
24,196
12,136
24,173
24,188
19,193
25,218
8,161
15,160
4,59
24,177
18,190
4,88
2,98
1,48
10,186
27,191
17,191
9,151
21,198
8,86
20,190
1,59
11,163
13,182
15,181
0,18
22,117
23,127
23,213
6,111
20,227
3,66
0,16
13,199
17,210
5,130
4,72
3,107
26,223
23,179
11,188
19,182
0,18
11,159
3,76
8,183
11,139
0,14
19,200
24,223
4,92
6,154
8,164
5,115
18,196
15,177
25,221
23,168
15,160
19,107
6,158
12,182
26,205
11,167
3,50
18,208
4,121
17,207
16,210
21,191
12,166
21,196
3,92
3,104
10,148
16,201
11,162
22,163
23,196
1,62
22,212
5,145
10,171
26,220
5,142
22,159
18,191
19,212
24,121
19,175
19,107
7,159
7,116
22,200
8,175
17,187
21,197
20,188
1,48
25,191
0,18
22,178
4,111
25,214
13,165
15,155
21,205
22,198
21,211
11,188
3,99
26,200
16,206
21,196
22,197
24,230
26,200
19,192
4,101
1,59
12,142
23,210
28,214
20,204
20,185
14,189
24,177
16,184
6,118
19,196
17,163
6,100
4,122
0,14
2,60
16,181
10,179
14,104
0,16
3,113
1,35
15,172
11,143
15,205
5,141
20,147
16,160
13,175
2,88
25,242
24,210
21,182
19,199
21,161
6,133
2,73
6,107
6,137
23,207
12,139
5,153
8,159
14,127
2,100
24,197
24,199
8,154
27,224
22,208
6,172
4,106
26,211
14,191
14,100
24,231
12,193
2,60
6,177
21,186
23,154
5,152
23,175
25,205
24,171
24,179
8,177
25,201
22,158
1,37
19,190
16,153
20,109
21,212
14,199
10,133
1,48
19,204
6,146
15,206
18,174
4,61
1,32
23,203
0,16
25,212
24,185
25,199
12,187
17,182
19,164
20,197
3,113
12,163
6,134
12,198
2,85
0,18
2,80
23,203
22,192
0,14
27,219
19,206
23,214
1,37
6,155
13,102
16,150
12,185
1,48
14,191
14,197
23,219
26,225
14,203
24,189
8,195
10,167
18,193
7,156
19,186
17,192
1,37
9,138
21,181
10,157
20,166
22,214
11,172
22,126
8,151
13,158
22,206
17,197
11,184
15,184
5,67
25,213
13,170
11,186
16,203
5,115
5,107
19,220
14,179
25,226
25,220
2,71
22,171
25,133
21,153
5,94
20,167
24,203
26,231
11,179
23,172
26,239
8,165
10,167
3,84
4,92
21,182
5,103
11,189
8,133
20,198
8,159
0,16
22,170
25,161
7,142
24,182
23,200
9,174
20,154
22,218
0,20
7,150
12,101
20,194
25,185
24,191
11,135
25,195
17,200
16,209
23,212
21,207
21,194
24,203
22,165
13,173
12,196
21,205
3,67
26,194
0,16
26,231
24,181
19,188
18,164
16,168
8,158
21,206
20,205
20,190
12,105
22,175
5,151
7,139
4,121
17,173
14,179
25,202
16,189
13,200
26,211
8,157
2,39
12,174
7,149
2,60
2,77
4,76
2,79
19,214
20,199
2,86
13,186
14,173
0,16
7,138
5,106
17,207
23,207
23,117
20,116
23,187
23,224
26,210
24,126
7,142
27,215
11,189
22,212
24,220
14,130
18,171
11,171
20,172
25,125
8,131
13,153
26,232
21,171
13,169
16,196
12,104
16,193
2,100
22,212
20,213
14,156
27,222
18,104
15,186
24,217
6,164
6,117
18,195
11,161
23,205
11,152
7,187
7,163
9,90
20,189
9,202
10,195
4,113
3,118
20,198
27,240
6,149
24,183
8,146
7,137
15,200
11,148
23,199
23,196
16,212
21,122
10,191
21,174
5,63
23,205
8,148
18,130
13,186
13,180
24,151
25,183
8,159
25,223
16,185
23,170
10,167
4,118
8,169
21,206
9,96
9,160
22,168
10,123
12,169
25,193
22,199
19,175
15,197
2,68
17,195
16,170
2,59
4,134
24,217
6,146
25,185
14,160
7,129
24,188
22,188
27,201
24,208
3,79
8,139
22,181
16,189
7,77
23,182
25,177
10,162
21,187
24,204
24,166
25,236
19,200
16,160
10,160
21,169
7,156
5,133
11,139
17,214
14,198
4,101
0,16
11,136
4,91
2,57
11,172
20,154
24,133
7,143
13,175
4,132
21,187
24,225
22,204
12,138
9,150
12,175
13,193
3,97
16,174
18,188
0,14
13,168
21,170
23,202
2,60
1,26
7,165
6,139
17,112
5,150
11,153
8,163
16,204
15,125
21,221
16,162
13,172
19,115
21,219
15,185
27,196
16,205
26,223
26,211
24,224
16,178
20,200
26,200
13,204
20,204
25,133
16,181
11,178
12,187
3,102
3,104
14,137
7,132
26,203
21,186
18,176
19,176
3,104
21,208
15,185
8,182
3,73
22,121
20,184
23,197
4,128
11,145
17,164
16,106
2,78
4,112
22,209
14,185
20,162
11,140
25,226
21,166
24,213
19,140
23,231
26,225
22,214
19,158
0,16
5,116
26,236
0,16
12,185
2,59
17,188
25,207
12,162
1,59
6,128
19,167
19,223
3,78
20,160
13,190
21,198
18,153
19,167
15,204
20,116
24,204
1,48
21,186
19,121
26,238
17,152
8,147
3,109
26,209
13,180
20,121
4,109
24,227
25,212
13,164
25,123
9,166
19,163
2,77
25,221
11,183
19,203
22,212
12,169
24,197
20,151
1,36
7,160
0,16
20,189
5,109
24,218
23,190
17,175
9,174
22,192
4,108
20,201
14,201
22,173
5,67
17,185
17,144
3,110
24,221
15,212
17,203
19,161
4,143
12,173
2,72
25,212
10,173
23,176
3,114
13,202
4,113
3,42
5,126
9,186
1,25
24,200
18,178
16,172
19,157
23,232
17,188
6,141
15,182
19,213
22,220
17,192
4,120
18,183
5,137
21,202
1,48
26,219
23,176
8,125
27,226
1,55
22,194
8,142
26,241
2,74
27,175
9,151
18,145
22,202
9,170
24,130
21,191
13,178
18,212
8,176
24,220
5,129
7,157
19,181
5,114
23,180
12,188
12,146
14,215
17,205
20,188
0,12
23,211
12,188
17,214
24,220
17,193
6,159
15,191
26,229
4,161
21,224
21,182
16,175
19,195
23,208
22,184
22,185
11,178
3,94
3,96
18,176
11,94
15,192
22,225
10,192
17,119
4,92
24,214
20,190
12,170
9,159
24,200
0,14
8,145
26,227
15,190
19,196
27,242
22,120
11,179
3,100
17,118
21,204
0,16
4,129
3,107
27,198
17,155
4,147
16,149
22,185
25,206
23,216
4,105
22,175
19,181
25,190
13,171
22,189
22,174
19,206
20,179
14,189
22,211
10,148
25,240
15,180
10,173
25,239
16,110
22,198
22,143
1,48
3,81
4,136
2,91
19,188
4,114
15,179
7,169
16,196
7,122
20,198
8,162
22,200
24,171
22,150
1,48
14,175
23,214
5,138
25,195
8,124
17,161
4,107
19,185
22,183
14,166
18,151
15,201
23,207
26,223
21,165
19,214
9,172
2,97
12,95
19,208
22,120
13,142
13,198
23,207
22,172
26,229
26,214
21,159
22,207
21,205
16,188
11,184
21,209
7,139
5,117
0,18
27,226
21,210
3,101
12,173
24,214
0,12
11,134
21,202
4,112
16,209
0,14
17,189
6,117
5,138
3,72
4,61
3,93
13,139
3,105
17,148
22,201
5,69
23,226
10,168
16,187
12,183
24,211
14,182
1,44
15,159
0,16
1,37
11,149
10,193
22,211
10,172
16,174
17,201
26,195
14,179
14,98
19,207
24,148
19,179
14,156
24,173
20,202
6,145
12,165
8,129
25,214
6,107
4,135
14,149
26,231
10,177
18,193
5,133
0,16
3,78
2,80
12,197
2,85
21,167
14,99
23,189
18,192
15,227
26,233
2,78
25,213
15,217
6,109
13,182
7,146
4,120
12,197
22,202
21,185
2,77
22,191
25,206
19,181
8,116
23,212
25,194
25,216
23,166
9,145
20,126
15,179
20,204
23,211
21,215
23,224
22,213
15,167
8,158
2,92
25,180
20,141
10,168
2,79
17,191
18,176
7,118
10,179
22,164
9,122
18,204
0,18
20,185
24,190
10,156
13,190
18,213
21,108
5,127
3,104
9,93
22,171
19,183
24,235
17,193
22,175
22,184
20,111
8,115
2,100
7,160
21,140
20,202
20,177
7,158
21,212
20,154
11,174
26,242
22,199
26,211
5,138
25,216
19,197
8,154
25,201
24,217
4,108
21,161
18,205
7,181
12,193
24,192
25,137
22,145
12,125
5,130
22,204
23,167
24,217
22,166
23,191
9,164
25,206
2,56
24,194
26,227
23,117
13,192
23,168
23,224
8,169
11,161
7,141
23,185
19,168
12,194
25,210
25,234
2,72
16,199
10,131
24,222
24,217
22,215
14,140
13,200
20,212
24,189
3,116
22,171
7,145
15,177
18,207
12,194
21,124
4,116
9,157
19,125
21,124
6,164
22,181
22,206
16,197
22,174
24,231
23,159
6,110
5,101
13,184
12,188
19,154
24,201
21,167
15,166
10,129
6,147
23,197
22,194
15,136
10,188
6,62
26,200
14,108
24,217
25,181
25,182
14,179
18,142
26,228
22,159
2,79
0,18
9,169
23,202
22,121
14,190
9,171
14,188
16,164
8,82
5,143
10,177
10,150
10,163
19,163
21,200
6,161
21,212
22,213
14,188
18,222
10,169
18,192
2,58
5,143
0,14
3,95
4,121
1,48
10,144
14,202
2,80
19,170
21,197
21,204
9,193
19,220
25,223
13,173
12,140
3,95
1,46
25,183
22,201
14,162
15,145
4,109
11,177
15,163
4,133
23,170
0,16
22,164
22,199
23,114
18,171
10,175
13,166
6,142
22,222
22,179
17,205
24,165
20,191
2,80
24,218
6,154
19,198
5,126
23,216
2,59
23,207
14,194
5,151
24,181
22,216
13,175
20,197
22,215
11,162
16,209
19,179
25,212
15,198
15,150
10,188
9,83
13,198
7,161
20,163
12,197
10,171
17,157
7,161
19,215
2,83
13,162
24,163
3,94
9,183
17,174
17,190
26,226
2,83
5,129
21,114
17,113
1,59
26,211
22,213
23,207
9,167
8,171
22,196
23,199
7,153
22,187
16,103
9,136
24,217
18,161
8,190
4,94
1,36
10,188
2,70
3,70
10,171
23,181
9,159
26,227
10,188
27,222
12,184
16,159
3,116
14,178
25,229
12,140
20,197
22,207
18,173
7,163
6,154
24,226
2,72
4,83
1,70
11,140
3,67
2,55
21,203
6,153
5,66
22,158
9,171
15,205
19,216
4,130
8,80
9,179
22,201
22,152
25,180
2,52
17,109
19,175
20,111
6,73
24,228
22,154
22,223
11,190
3,92
8,125
2,56
21,186
15,150
25,222
23,203
15,111
1,59
22,183
25,177
16,194
2,40
3,92
13,175
25,180
27,229
18,109
23,222
18,210
21,190
15,166
14,204
26,192
27,220
14,201
22,216
1,37
14,189
16,198
1,36
18,199
23,159
23,212
6,167
24,215
9,116
25,206
26,223
2,92
5,146
21,181
10,163
23,206
5,145
23,177
22,214
23,190
19,171
25,230
22,217
3,129
2,84
1,37
25,221
4,137
23,199
12,187
5,112
4,126
4,55
20,175
23,204
24,200
17,204
11,157
17,137
15,179
13,103
25,202
4,89
17,180
27,217
8,161
25,177
24,211
22,217
19,184
20,207
22,197
22,165
5,106
13,163
10,143
23,220
18,114
7,159
10,190
21,195
25,206
19,165
20,200
21,204
10,158
26,228
14,196
24,190
7,144
5,130
25,226
11,161
20,167
23,211
7,166
17,165
20,197
19,194
12,173
6,154
4,145
20,181
23,161
2,58
7,130
15,201
6,127
13,189
0,20
13,171
9,131
1,51
1,48
1,36
10,132
18,175
6,155
26,201
8,145
21,121
9,157
0,14
27,206
1,55
20,171
21,122
26,223
7,136
23,212
15,205
10,166
4,71
0,12
24,241
23,151
23,188
0,16
4,59
15,149
10,128
6,129
3,100
24,154
3,83
3,104
2,85
14,189
22,162
11,131
24,226
17,203
22,219
26,233
27,223
15,182
20,200
14,195
7,86
25,213
10,153
4,116
20,206
19,218
17,173
19,162
14,208
17,163
5,105
13,210
0,14
2,72
24,209
25,178
9,172
26,198
9,182
2,69
16,104
10,181
16,169
0,18
24,170
20,170
24,199
19,202
21,174
0,20
23,178
2,54
22,168
20,199
17,187
9,186
16,183
14,206
11,184
13,199
1,48
26,225
20,169
11,193
14,103
6,124
22,208
24,213
6,158
22,197
8,159
13,184
23,172
13,171
3,73
18,159
4,110
0,14
13,173
24,214
15,159
18,207
5,66
12,181
3,76
25,131
22,191
22,207
13,165
4,116
15,175
15,181
4,116
23,185
26,229
25,209
23,216
18,193
24,173
23,214
24,198
19,209
21,181
24,201
0,18
4,89
0,18
2,68
14,194
19,157
17,177
22,205
8,180
8,89
9,186
6,141
24,183
22,207
4,81
1,59
19,172
2,52
8,136
18,200
8,167
9,146
3,109
10,173
3,115
15,111
15,193
4,111
7,109
13,173
17,113
21,198
22,193
28,231
25,218
26,211
12,174
21,194
16,110
22,116
16,111
1,59
22,172
23,124
8,169
13,158
5,104
23,208
26,201
24,207
7,136
2,84
16,217
25,124
15,168
20,208
22,161
23,205
9,177
19,163
23,215
1,55
14,165
25,231
19,154
24,182
16,172
20,192
9,144
21,207
10,142
23,231
24,218
16,207
3,67
24,119
25,174
1,44
18,198
10,150
5,123
3,110
14,144
25,198
16,192
1,58
24,160
14,135
2,76
0,14
19,216
4,113
26,198
2,68
20,207
2,64
2,67
14,192
4,115
8,166
1,59
7,144
5,119
15,169
0,16
5,109
15,201
26,222
9,150
24,180
24,212
20,179
12,182
24,181
1,47
6,109
0,14
21,113
21,199
24,226
17,108
25,238
18,109
15,180
3,88
20,149
10,170
22,189
17,167
17,191
19,150
21,182
11,197
22,183
23,166
17,195
15,185
2,77
20,117
21,195
3,78
22,199
1,37
26,220
21,206
2,72
2,103
20,116
21,216
15,195
21,202
23,171
1,48
2,95
15,181
17,198
0,12
21,194
19,165
23,220
20,171
0,16
4,103
6,167
12,159
15,200
7,138
2,88
20,169
23,216
14,193
21,141
13,187
19,153
10,171
16,190
3,96
21,131
17,204
15,156
7,130
13,193
3,97
22,112
8,119
6,108
0,16
9,167
12,175
24,182
12,209
0,16
24,200
19,213
21,210
24,207
6,175
26,241
15,198
8,141
20,212
24,229
8,159
16,156
0,16
11,159
21,177
23,166
21,198
24,206
23,195
15,183
24,213
15,197
21,191
23,217
5,106
24,122
18,196
8,161
23,200
23,105
19,184
5,72
10,174
16,184
14,187
12,116
13,195
16,161
20,214
5,126
0,16
24,210
17,165
19,189
27,215
18,172
21,214
21,216
4,88
25,221
19,201
22,117
15,114
21,208
21,158
18,216
6,140
25,188
24,197
18,191
25,162
8,148
15,185
20,212
16,170
6,119
4,132
17,199
23,215
0,16
14,179
18,178
4,117
23,165
19,164
24,226
11,158
1,37
9,190
25,232
24,219
23,220
5,100
3,115
7,155
8,175
0,20
23,228
5,102
6,104
24,121
22,120
19,204
14,151
13,191
17,162
3,94
12,194
19,199
21,159
24,207
27,220
26,211
10,134
14,207
20,120
24,128
0,20
15,169
14,138
23,177
11,191
19,201
10,164
21,197
26,209
0,16
8,175
10,162
16,159
23,199
12,185
8,132
1,70
21,190
14,212
20,184
8,158
23,115
13,169
23,191
23,195
3,79
13,205
18,173
18,175
14,170
20,174
12,139
22,204
25,236
23,185
18,207
21,155
3,92
12,155
3,120
8,149
1,59
21,175
22,205
26,225
12,160
9,87
23,210
22,171
15,106
17,111
14,168
19,193
1,48
2,94
16,104
21,194
9,170
4,90
18,202
3,65
16,181
15,187
18,213
16,201
21,210
12,186
22,219
9,180
22,196
13,167
20,206
3,80
15,165
12,149
21,204
17,197
20,207
22,199
19,194
2,71
21,173
8,87
19,164
22,155
23,170
17,185
10,135
26,197
16,197
14,159
21,204
25,223
14,97
9,194
22,206
24,230
5,128
23,178
5,132
6,157
12,182
17,186
17,199
25,220
22,205
4,122
23,209
28,253
2,57
14,188
12,146
21,178
23,163
22,191
23,157
1,35
15,175
2,56
17,197
13,166
11,150
23,198
14,179
25,223
25,204
19,191
3,75
18,150
24,207
13,88
20,177
23,203
17,144
20,195
22,216
7,134
6,167
11,163
20,157
3,82
21,204
22,181
15,186
20,197
26,212
23,190
13,186
4,61
0,16
7,149
21,200
20,160
11,190
7,168
18,185
24,183
19,162
12,135
14,171
27,221
14,100
22,204
21,207
16,183
23,217
6,110
20,168
27,249
22,210
25,191
6,112
10,118
20,185
12,166
0,16
4,110
6,164
9,165
17,204
22,164
17,152
13,143
13,180
9,129
3,103
6,146
26,203
21,194
15,94
3,76
22,127
9,189
13,157
6,151
3,94
4,121
28,155
26,224
27,227
13,177
21,187
3,99
11,175
12,166
14,128
8,164
9,154
23,206
15,187
15,193
13,208
23,188
1,59
10,186
3,120
20,224
17,184
23,205
1,54
1,37
18,181
19,144
19,190
20,124
13,183
7,130
22,205
8,117
17,101
24,228
2,74
18,199
24,177
13,198
14,222
6,147
24,192
12,183
20,140
0,18
1,32
24,157
25,235
28,229
23,205
13,181
10,195
4,124
23,161
7,113
12,202
23,168
10,112
8,154
27,235
14,208
21,151
17,206
4,140
5,111
21,208
19,208
3,98
16,205
25,209
20,198
8,137
19,169
13,151
22,169
15,168
19,149
10,189
1,48
13,156
19,169
15,163
9,160
13,196
17,166
24,222
5,113
10,143
15,182
26,232
19,204
22,200
18,170
21,149
15,188
11,184
7,139
15,181
13,184
13,154
16,191
22,185
18,208
23,223
10,166
22,209
6,106
23,229
15,145
5,69
17,176
6,155
8,161
16,165
3,112
22,205
23,211
10,180
27,166
25,168
21,181
19,209
6,144
25,177
8,173
24,151
12,148
23,213
21,197
21,118
1,59
8,132
20,203
19,215
22,194
10,173
26,210
11,194
2,35
26,212
15,221
23,216
16,178
10,181
18,137
20,221
12,162
17,176
21,119
16,186
3,108
21,196
18,189
5,150
0,18
24,201
19,209
20,168
5,118
19,163
22,127
26,222
22,138
22,212
14,102
16,170
12,189
9,138
22,206
15,180
8,139
16,191
9,175
23,195
22,209
9,162
24,208
17,181
19,203
18,188
10,182
4,81
27,248
2,89
9,166
19,200
16,165
11,180
22,171
9,183
3,53
25,213
27,225
22,214
25,220
11,196
20,175
4,144
9,161
26,234
2,103
19,154
25,207
25,221
10,177
13,183
10,187
22,156
16,196
24,213
26,236
26,226
7,167
1,44
5,104
21,212
23,176
17,207
9,165
24,187
19,182
20,161
13,218
23,228
2,88
24,223
15,183
9,167
14,156
11,175
9,172
19,158
20,209
24,188
18,163
19,166
6,109
25,209
4,121
0,18
2,96
18,160
24,179
22,208
23,221
14,159
14,175
25,237
2,76
17,202
19,181
27,147
26,192
13,171
16,174
0,16
10,170
20,202
11,153
24,199
21,170
14,211
0,18
4,143
9,147
12,200
25,178
23,207
8,157
5,84
26,239
22,198
25,219
15,200
24,124
24,215
13,181
14,161
13,191
6,135
7,131
4,117
16,188
26,185
0,14
11,189
4,131
15,198
22,174
26,178
24,212
24,214
7,189
16,197
6,147
1,36
19,222
2,66
24,177
10,198
1,25
12,203
15,194
20,166
19,189
17,188
21,168
21,218
22,179
22,210
22,110
1,35
8,163
20,193
17,197
14,211
5,64
7,150
26,209
17,203
15,138
13,170
13,157
13,155
25,215
17,210
6,77
21,197
21,107
23,200
23,185
22,198
22,184
10,161
17,147
22,221
21,168
8,116
23,209
14,197
24,163
23,214
0,16
6,151
29,252
13,162
24,188
6,139
4,125
26,208
1,44
11,91
9,181
9,198
13,187
2,38
26,199
6,95
25,203
20,182
1,44
11,149
6,77
1,48
26,203
3,86
16,112
24,182
13,176
22,173
14,198
5,132
23,183
6,80
20,194
12,95
24,213
23,227
24,233
20,212
25,216
0,16
2,78
17,194
17,203
16,182
16,200
4,130
22,198
9,154
20,216
14,152
3,70
24,198
21,196
23,207
20,205
5,147
17,203
12,143
17,193
25,216
0,20
23,190
13,187
8,120
25,220
24,191
12,172
26,183
21,174
23,209
20,174
21,207
3,70
10,179
12,186
21,205
22,157
22,224
24,228
0,16
23,202
0,16
22,159
6,151
18,192
11,206
26,231
18,174
7,160
25,184
7,72
1,48
1,59
21,123
22,196
0,14
2,52
13,182
23,186
18,162
20,197
20,171
23,211
23,223
11,179
17,205
22,197
12,198
21,191
25,212
22,192
18,102
21,224
18,172
26,222
25,183
26,223
9,132
13,178
8,153
13,195
13,189
17,181
22,168
16,103
18,182
12,149
6,120
19,180
1,36
5,141
21,187
22,196
6,145
1,44
16,153
11,177
20,211
17,190
8,130
26,222
11,157
15,105
22,197
23,190
13,192
9,176
26,209
25,229
15,107
5,143
19,213
8,149
22,158
23,219
9,180
18,202
20,193
24,218
10,143
12,150
20,197
8,152
13,197
24,223
17,199
10,191
22,199
27,242
22,190
20,113
27,213
25,233
7,111
24,204
16,197
22,182
19,159
2,65
17,201
21,164
24,216
20,217
12,148
14,199
3,105
20,209
23,193
4,113
17,186
25,203
26,221
17,212
22,208
21,209
7,171
22,199
22,109
13,145
24,198
11,180
1,44
22,175
3,116
4,92
8,180
24,197
19,214
6,148
22,176
25,135
21,190
8,115
13,190
20,200
27,245
14,183
19,210
21,166
13,190
11,146
18,207
24,211
24,192
23,206
9,154
5,115
18,189
18,167
19,196
8,172
5,116
13,196
14,181
3,117
11,151
2,64
15,101
27,235
24,167
12,169
19,211
20,215
10,147
25,215
1,47
22,190
13,179
21,204
20,194
25,218
13,198
22,213
23,178
12,190
16,167
22,115
8,104
12,212
5,140
11,133
6,154
1,66
7,160
16,178
3,105
23,219
23,118
9,150
14,177
1,59
0,18
1,48
7,121
